SEASON_YEAR;LEAGUE;DIV;SEASON TYPE;TEAM;ID;GP;MP;PT;DR;OR;RB;AS;ST;BS;TO;PF;EF;MPG;PPG;DRPG;ORPG;RPG;APG;SPG;BPG;TOPG;PFPG;EFPG;2PM;2PA;2P%;3PM;3PA;3P%;FGM;FGA;FG%;FTM;FTA;FT%;OPP_PPG;OPP_RPG;OPP_APG;OPP_SPG;OPP_BPG;OPP_2P%;OPP_3P%;OPP_FG%;OPP_FT%;WINS;PACE;PER;PIE;ORTG;DRTG;NRTG;TS%;PPP;AS_TO;EFG%;TOV%;ORB%;FT_RATE;OPP_EFG%;OPP_TOV%;OPP_ORB%;OPP_FT_RATE
20232024;NBBL;NBBL A;SEASON;Bamberg freakcity academy;20232024_NBBL_NBBL A_SEASON_Bamberg freakcity academy;13;2625;957;303;143;446;185;91;27;247;244;861;201.9;74;23.3;11;34;14.2;7;2;19.0;19;66;262;532;49.2;83;289;28.7;345;821;42.0;184;306;60.1;88.3;37.2;18.4;10.8;2.7;55.0;31.1;46.2;65.5;3.0;79.1;13.0;37.3;92.1;110.5;-18.4;;;;;;;;;;;
20232024;NBBL;NBBL A;SEASON;Baskets Juniors Oldenburg;20232024_NBBL_NBBL A_SEASON_Baskets Juniors Oldenburg;22;4400;1702;521;292;813;340;268;73;401;529;1801;200.0;77;23.7;13;37;15.5;12;3;18.2;24;82;462;919;50.3;150;502;29.9;612;1421;43.1;328;513;63.9;72.0;32.3;11.6;9.2;3.2;49.9;27.0;40.4;65.0;15.0;78.3;16.3;59.8;98.9;91.9;6.9;;;;;;;;;;;
20232024;NBBL;NBBL A;SEASON;Baskets Paderborn;20232024_NBBL_NBBL A_SEASON_Baskets Paderborn;17;3400;1257;371;164;535;320;205;66;338;330;1330;200.0;74;21.8;10;31;18.8;12;4;19.9;19;78;339;675;50.2;120;383;31.3;459;1058;43.4;219;335;65.4;75.2;36.8;15.5;11.9;1.9;51.1;26.1;43.0;61.2;8.0;79.6;15.4;51.7;92.8;94.4;-1.6;;;;;;;;;;;
20232024;NBBL;NBBL A;SEASON;Bayer Giants Leverkusen;20232024_NBBL_NBBL A_SEASON_Bayer Giants Leverkusen;20;4025;1517;471;269;740;263;226;78;412;450;1387;201.3;76;23.6;13;37;13.2;11;4;20.6;23;69;431;878;49.1;119;471;25.3;550;1349;40.8;298;524;56.9;74.5;36.0;14.4;10.4;3.9;46.5;28.4;39.5;64.8;11.0;82.4;13.2;49.4;91.5;89.9;1.6;;;;;;;;;;;
20232024;NBBL;NBBL A;SEASON;Berlin Braves Baskets;20232024_NBBL_NBBL A_SEASON_Berlin Braves Baskets;16;3200;1226;376;170;546;267;206;46;269;275;1297;200.0;77;23.5;11;34;16.7;13;3;16.8;17;81;380;767;49.5;85;331;25.7;465;1098;42.3;211;303;69.6;72.2;37.3;12.8;9.6;3.2;47.2;29.2;39.7;69.3;10.0;80.5;16.1;58.0;95.1;89.6;5.5;;;;;;;;;;;
20232024;NBBL;NBBL A;SEASON;Eintracht Frankfurt;20232024_NBBL_NBBL A_SEASON_Eintracht Frankfurt;15;3025;1185;384;211;595;211;178;36;254;280;1218;201.7;79;25.6;14;40;14.1;12;2;16.9;19;81;325;627;51.8;111;412;26.9;436;1039;42.0;202;332;60.8;67.0;35.0;11.6;7.5;2.8;44.4;29.3;39.0;61.2;11.0;78.3;16.5;63.1;100.0;84.8;15.2;;;;;;;;;;;
20232024;NBBL;NBBL A;SEASON;Eisbären Bremerhaven;20232024_NBBL_NBBL A_SEASON_Eisbären Bremerhaven;13;2600;812;310;123;433;160;128;49;359;235;663;200.0;62;23.8;9;33;12.3;10;4;27.6;18;51;239;524;45.6;60;248;24.2;299;772;38.7;154;241;63.9;89.5;38.2;22.5;16.5;2.4;53.0;31.3;45.3;64.5;1.0;84.0;8.4;25.8;74.3;106.5;-32.1;;;;;;;;;;;
20232024;NBBL;NBBL A;SEASON;FC Bayern München;20232024_NBBL_NBBL A_SEASON_FC Bayern München;18;3600;1512;420;219;639;270;192;53;299;413;1541;200.0;84;23.3;12;36;15.0;11;3;16.6;23;86;412;783;52.6;126;463;27.2;538;1246;43.2;310;428;72.4;79.3;34.6;14.6;8.9;2.6;53.5;28.6;44.9;60.5;12.0;80.5;16.9;53.1;104.4;98.6;5.8;;;;;;;;;;;
20232024;NBBL;NBBL A;SEASON;Hamburg Towers;20232024_NBBL_NBBL A_SEASON_Hamburg Towers;14;2800;1036;318;163;481;174;167;26;260;297;971;200.0;74;22.7;12;34;12.4;12;2;18.6;21;69;272;559;48.7;96;364;26.4;368;923;39.9;204;302;67.5;71.4;36.5;13.1;9.9;3.3;48.2;26.6;39.9;60.6;6.0;78.8;13.9;50.8;93.9;90.7;3.3;;;;;;;;;;;
20232024;NBBL;NBBL A;SEASON;KICKZ IBAM;20232024_NBBL_NBBL A_SEASON_KICKZ IBAM;18;3600;1458;437;205;642;250;166;62;265;373;1525;200.0;81;24.3;11;36;13.9;9;3;14.7;21;85;386;738;52.3;133;432;30.8;519;1170;44.4;287;424;67.7;76.3;34.2;13.1;7.1;2.7;47.0;31.7;41.1;66.3;11.0;76.3;17.7;56.4;106.2;100.0;6.2;;;;;;;;;;;
20232024;NBBL;NBBL A;SEASON;Medipolis SC Jena;20232024_NBBL_NBBL A_SEASON_Medipolis SC Jena;17;3400;1392;404;201;605;315;176;37;335;329;1461;200.0;82;23.8;12;36;18.5;10;2;19.7;19;86;354;682;51.9;127;390;32.6;481;1072;44.9;303;441;68.7;77.2;31.2;15.9;11.1;2.8;49.9;34.2;43.0;64.4;8.0;80.3;17.0;55.9;101.9;96.2;5.8;;;;;;;;;;;
20232024;NBBL;NBBL A;SEASON;Niners Chemnitz Academy;20232024_NBBL_NBBL A_SEASON_Niners Chemnitz Academy;15;3000;1155;309;133;442;188;112;21;268;299;1052;200.0;77;20.6;9;29;12.5;7;1;17.9;20;70;317;564;56.2;94;323;29.1;411;887;46.3;239;361;66.2;83.9;36.5;15.4;10.5;3.5;55.7;27.9;46.0;66.9;6.0;76.4;14.7;42.5;100.8;109.8;-9.0;;;;;;;;;;;
20232024;NBBL;NBBL A;SEASON;Porsche BBA Ludwigsburg;20232024_NBBL_NBBL A_SEASON_Porsche BBA Ludwigsburg;19;3800;1600;460;253;713;362;234;83;324;370;1782;200.0;84;24.2;13;38;19.1;12;4;17.1;19;94;399;750;53.2;181;572;31.6;580;1322;43.9;259;403;64.3;74.2;34.6;15.4;10.4;1.9;48.1;27.5;41.6;65.5;13.0;80.1;18.9;59.9;105.1;92.6;12.5;;;;;;;;;;;
20232024;NBBL;NBBL A;SEASON;ROTH Energie BBA GIESSEN 46ers;20232024_NBBL_NBBL A_SEASON_ROTH Energie BBA GIESSEN 46ers;14;2825;1046;292;166;458;175;121;22;261;310;897;201.8;75;20.9;12;33;12.5;9;2;18.6;22;64;309;649;47.6;64;256;25.0;373;905;41.2;236;368;64.1;89.6;40.9;18.3;10.8;3.6;54.5;27.5;45.0;68.7;3.0;80.3;12.6;34.8;92.2;110.5;-18.3;;;;;;;;;;;
20232024;NBBL;NBBL A;SEASON;Sartorius Juniors;20232024_NBBL_NBBL A_SEASON_Sartorius Juniors;14;2825;1224;342;200;542;242;151;39;256;286;1286;201.8;87;24.4;14;39;17.3;11;3;18.3;20;92;301;567;53.1;126;408;30.9;427;975;43.8;244;352;69.3;72.5;31.1;12.6;10.1;2.6;52.2;23.5;41.7;67.6;11.0;80.0;18.4;62.6;108.4;89.9;18.5;;;;;;;;;;;
20232024;NBBL;NBBL A;SEASON;Team Urspring;20232024_NBBL_NBBL A_SEASON_Team Urspring;17;3400;1319;373;219;592;288;175;45;300;374;1372;200.0;78;21.9;13;35;16.9;10;3;17.6;22;81;341;645;52.9;138;450;30.7;479;1095;43.7;223;354;63.0;72.3;30.2;14.8;8.8;1.8;52.8;27.6;42.7;72.4;10.0;75.8;16.8;52.5;102.3;95.3;7.0;;;;;;;;;;;
20232024;NBBL;NBBL A;SEASON;Tornados Franken;20232024_NBBL_NBBL A_SEASON_Tornados Franken;16;3225;1331;383;224;607;285;191;39;309;295;1371;201.6;83;23.9;14;38;17.8;12;2;19.3;18;86;362;676;53.6;130;460;28.3;492;1136;43.3;217;346;62.7;76.8;36.2;14.1;8.4;2.8;51.2;27.5;42.4;64.9;11.0;82.3;16.7;56.1;100.3;92.6;7.8;;;;;;;;;;;
20232024;NBBL;NBBL A;SEASON;UBC Münster;20232024_NBBL_NBBL A_SEASON_UBC Münster;16;3225;1247;390;174;564;219;154;47;302;309;1169;201.6;78;24.4;11;35;13.7;10;3;18.9;19;73;365;680;53.7;92;387;23.8;457;1067;42.8;241;391;61.6;80.5;37.2;15.1;10.1;3.7;50.3;28.8;43.8;69.6;7.0;81.9;14.1;46.1;94.4;97.6;-3.1;;;;;;;;;;;
20232024;NBBL;NBBL A;SEASON;Young Rasta Dragons;20232024_NBBL_NBBL A_SEASON_Young Rasta Dragons;22;4425;1783;505;309;814;314;279;73;403;428;1855;201.1;81;23.0;14;37;14.3;13;3;18.3;19;84;424;833;50.9;195;666;29.3;619;1499;41.3;350;475;73.7;70.3;31.4;13.5;9.7;3.2;50.6;27.3;43.2;64.4;16.0;78.1;17.2;58.4;103.1;89.5;13.7;;;;;;;;;;;
20232024;NBBL;NBBL B;PLAY-DOWN;ART Giants Düsseldorf;20232024_NBBL_NBBL B_PLAY-DOWN_ART Giants Düsseldorf;5;1000;298;115;62;177;70;46;10;92;112;254;200.0;60;23.0;12;35;14.0;9;2;18.4;22;51;87;226;38.5;25;101;24.8;112;327;34.3;49;89;55.1;67.6;43.4;14.4;8.0;2.4;45.2;20.7;34.4;70.0;1.0;76.7;10.2;34.6;77.7;88.1;-10.4;;;;;;;;;;;
20232024;NBBL;NBBL B;PLAY-DOWN;Basketball Löwen Erfurt;20232024_NBBL_NBBL B_PLAY-DOWN_Basketball Löwen Erfurt;6;1200;395;162;83;245;109;54;11;117;87;396;200.0;66;27.0;14;41;18.2;9;2;19.5;15;66;97;217;44.7;35;171;20.5;132;388;34.0;96;141;68.1;64.2;39.0;16.8;11.3;4.2;46.6;21.9;38.5;61.1;4.0;78.7;13.6;52.8;83.7;81.5;2.1;;;;;;;;;;;
20232024;NBBL;NBBL B;PLAY-DOWN;BBA Giants Kornwestheim;20232024_NBBL_NBBL B_PLAY-DOWN_BBA Giants Kornwestheim;7;1425;495;160;101;261;94;81;15;134;152;453;203.6;71;22.9;14;37;13.4;12;2;19.1;22;65;113;249;45.4;61;223;27.4;174;472;36.9;86;147;58.5;77.4;36.0;14.4;10.7;2.7;52.4;26.2;45.1;65.5;3.0;78.1;13.7;39.6;89.0;97.5;-8.5;;;;;;;;;;;
20232024;NBBL;NBBL B;PLAY-DOWN;BBA Hagen;20232024_NBBL_NBBL B_PLAY-DOWN_BBA Hagen;6;1200;464;174;102;276;83;36;17;78;116;454;200.0;77;29.0;17;46;13.8;6;3;13.0;19;76;134;302;44.4;31;140;22.1;165;442;37.3;103;170;60.6;79.8;36.8;16.5;4.8;3.2;46.2;32.5;39.0;49.6;3.0;78.2;16.2;51.2;98.9;102.1;-3.2;;;;;;;;;;;
20232024;NBBL;NBBL B;PLAY-DOWN;Dresden Titans;20232024_NBBL_NBBL B_PLAY-DOWN_Dresden Titans;5;1000;351;146;84;230;92;37;21;73;70;384;200.0;70;29.2;17;46;18.4;7;4;14.6;14;77;76;198;38.4;43;157;27.4;119;355;33.5;70;108;64.8;65.8;34.8;15.8;8.0;5.0;42.0;30.8;38.4;67.8;3.0;75.2;16.9;55.3;93.3;87.5;5.8;;;;;;;;;;;
20232024;NBBL;NBBL B;PLAY-DOWN;HAKRO Merlins Crailsheim;20232024_NBBL_NBBL B_PLAY-DOWN_HAKRO Merlins Crailsheim;7;1400;528;193;102;295;90;60;26;171;165;461;200.0;75;27.6;15;42;12.9;9;4;24.4;24;66;142;303;46.9;48;191;25.1;190;494;38.5;100;163;61.3;85.6;38.0;14.3;11.9;3.9;47.4;30.4;42.4;59.9;2.0;88.5;11.5;39.6;85.2;96.7;-11.5;;;;;;;;;;;
20232024;NBBL;NBBL B;PLAY-DOWN;Metropol Baskets Ruhr;20232024_NBBL_NBBL B_PLAY-DOWN_Metropol Baskets Ruhr;8;1600;640;230;92;322;167;110;54;148;155;765;200.0;80;28.8;12;40;20.9;14;7;18.5;19;96;213;396;53.8;49;187;26.2;262;583;44.9;67;126;53.2;72.1;41.4;16.4;10.1;2.9;42.7;25.2;35.6;62.4;5.0;84.9;18.4;60.0;94.3;85.0;9.3;;;;;;;;;;;
20232024;NBBL;NBBL B;PLAY-DOWN;Orange Academy;20232024_NBBL_NBBL B_PLAY-DOWN_Orange Academy;7;1400;553;207;67;274;106;44;36;113;136;577;200.0;79;29.6;10;39;15.1;6;5;16.1;19;82;158;329;48.0;42;144;29.2;200;473;42.3;111;161;68.9;81.4;43.9;14.7;8.6;2.9;43.0;31.0;39.1;62.3;4.0;82.3;16.1;51.9;96.0;98.9;-3.0;;;;;;;;;;;
20232024;NBBL;NBBL B;PLAY-DOWN;Phoenix Hagen;20232024_NBBL_NBBL B_PLAY-DOWN_Phoenix Hagen;5;1025;381;153;43;196;76;57;12;82;78;398;205.0;76;30.6;9;39;15.2;11;2;16.4;16;80;95;208;45.7;46;143;32.2;141;351;40.2;53;85;62.4;68.4;47.8;15.2;8.2;3.6;41.7;20.4;32.8;67.4;2.0;82.1;15.7;60.2;90.5;81.3;9.3;;;;;;;;;;;
20232024;NBBL;NBBL B;PLAY-DOWN;Rostock Seawolves;20232024_NBBL_NBBL B_PLAY-DOWN_Rostock Seawolves;7;1425;590;210;102;312;103;49;21;124;168;528;203.6;84;30.0;15;45;14.7;7;3;17.7;24;75;143;302;47.4;68;256;26.6;211;558;37.8;100;176;56.8;78.1;40.9;15.0;8.9;3.0;43.4;26.9;37.0;57.0;4.0;86.3;14.2;48.1;95.9;88.9;7.0;;;;;;;;;;;
20232024;NBBL;NBBL B;PLAY-DOWN;SG Junior Löwen Braunschweig;20232024_NBBL_NBBL B_PLAY-DOWN_SG Junior Löwen Braunschweig;6;1200;400;148;73;221;74;51;19;120;104;344;200.0;67;24.7;12;37;12.3;9;3;20.0;17;57;98;230;42.6;49;179;27.4;147;409;35.9;57;96;59.4;87.0;46.2;18.5;13.2;3.7;53.4;26.6;45.4;52.1;2.0;82.0;11.3;30.3;81.3;106.1;-24.8;;;;;;;;;;;
20232024;NBBL;NBBL B;PLAY-DOWN;Team Südhessen;20232024_NBBL_NBBL B_PLAY-DOWN_Team Südhessen;8;1625;673;191;90;281;121;95;26;142;178;685;203.1;84;23.9;11;35;15.1;12;3;17.8;22;86;199;395;50.4;55;168;32.7;254;563;45.1;110;170;64.7;76.3;36.6;15.1;8.0;3.3;50.8;27.5;41.5;66.3;6.0;81.4;17.6;54.5;101.7;92.2;9.5;;;;;;;;;;;
20232024;NBBL;NBBL B;PLAY-DOWN;TG Hanau;20232024_NBBL_NBBL B_PLAY-DOWN_TG Hanau;8;1600;570;217;118;335;96;76;21;133;155;539;200.0;71;27.1;15;42;12.0;10;3;16.6;19;67;160;379;42.2;45;178;25.3;205;557;36.8;115;189;60.8;71.0;39.9;11.8;8.9;4.1;45.6;25.2;37.5;60.6;3.0;79.1;14.0;50.7;90.1;89.7;0.3;;;;;;;;;;;
20232024;NBBL;NBBL B;PLAY-DOWN;TS Jahn München;20232024_NBBL_NBBL B_PLAY-DOWN_TS Jahn München;8;1625;571;207;89;296;122;96;27;147;129;586;203.1;71;25.9;11;37;15.3;12;3;18.4;16;73;161;340;47.4;51;203;25.1;212;543;39.0;96;144;66.7;78.8;40.1;17.1;11.5;2.4;49.8;28.8;41.1;68.1;2.0;79.5;15.0;45.7;88.4;97.6;-9.1;;;;;;;;;;;
20232024;NBBL;NBBL B;PLAY-DOWN;USC Heidelberg;20232024_NBBL_NBBL B_PLAY-DOWN_USC Heidelberg;7;1425;578;177;94;271;111;86;18;124;145;554;203.6;83;25.3;13;39;15.9;12;3;17.7;21;79;152;308;49.4;57;216;26.4;209;524;39.9;103;174;59.2;75.9;42.7;14.9;11.0;3.1;47.8;26.5;40.5;66.2;3.0;84.9;16.0;51.0;95.6;87.8;7.8;;;;;;;;;;;
20232024;NBBL;NBBL B;PLAY-DOWN;Würzburg Baskets Akademie;20232024_NBBL_NBBL B_PLAY-DOWN_Würzburg Baskets Akademie;6;1200;520;185;74;259;113;53;20;117;97;589;200.0;87;30.8;12;43;18.8;9;3;19.5;16;98;145;286;50.7;41;115;35.7;186;401;46.4;107;151;70.9;73.0;35.8;15.5;11.5;3.8;43.5;27.1;37.1;61.1;6.0;82.8;19.5;64.7;104.7;88.2;16.5;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;ART Giants Düsseldorf;20232024_NBBL_NBBL B_REGULAR SEASON_ART Giants Düsseldorf;9;1800;622;177;101;278;116;63;27;164;211;515;200.0;69;19.7;11;31;12.9;7;3;18.2;23;57;159;346;46.0;62;236;26.3;221;582;38.0;118;184;64.1;86.8;37.3;16.3;8.3;3.8;57.5;28.9;48.5;65.7;2.0;77.8;11.7;28.8;88.8;111.5;-22.7;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;Basketball Löwen Erfurt;20232024_NBBL_NBBL B_REGULAR SEASON_Basketball Löwen Erfurt;11;2200;835;301;131;432;177;119;49;253;195;808;200.0;76;27.4;12;39;16.1;11;4;23.0;18;73;199;464;42.9;82;280;29.3;281;744;37.8;191;279;68.5;86.3;44.1;18.8;12.2;3.6;52.8;23.5;42.4;62.1;2.0;87.9;13.2;43.1;86.3;98.1;-11.8;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;BBA Giants Kornwestheim;20232024_NBBL_NBBL B_REGULAR SEASON_BBA Giants Kornwestheim;10;2000;681;210;137;347;123;112;24;222;170;598;200.0;68;21.0;14;35;12.3;11;2;22.2;17;60;162;334;48.5;76;282;27.0;238;616;38.6;129;218;59.2;75.0;29.9;17.2;12.6;3.2;57.3;26.4;48.9;60.7;3.0;77.0;12.7;38.2;88.4;97.4;-9.0;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;BBA Hagen;20232024_NBBL_NBBL B_REGULAR SEASON_BBA Hagen;8;1600;540;174;113;287;86;63;16;150;158;431;200.0;68;21.8;14;36;10.8;8;2;18.8;20;54;159;376;42.3;36;157;22.9;195;533;36.6;114;187;61.0;82.5;42.8;16.0;11.4;2.6;54.3;28.5;41.5;67.2;2.0;78.8;11.0;31.6;85.6;104.7;-19.0;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;Berlin Braves Baskets;20232024_NBBL_NBBL B_REGULAR SEASON_Berlin Braves Baskets;13;2600;1008;317;146;463;226;176;35;205;224;1088;200.0;78;24.4;11;36;17.4;14;3;15.8;17;84;320;650;49.2;69;280;24.6;389;930;41.8;161;235;68.5;70.3;37.3;12.5;8.4;3.4;46.1;28.6;39.0;67.5;9.0;81.1;17.0;61.1;95.6;86.6;8.9;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;Dresden Titans;20232024_NBBL_NBBL B_REGULAR SEASON_Dresden Titans;10;2000;622;225;128;353;118;79;38;237;187;508;200.0;62;22.5;13;35;11.8;8;4;23.7;19;51;176;362;48.6;48;236;20.3;224;598;37.5;126;217;58.1;78.0;34.2;14.5;13.8;2.7;45.9;33.7;42.1;70.8;1.0;78.3;9.7;30.2;79.5;99.7;-20.2;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;Eintracht Frankfurt;20232024_NBBL_NBBL B_REGULAR SEASON_Eintracht Frankfurt;13;2625;1049;346;190;536;191;164;32;228;238;1102;201.9;81;26.6;15;41;14.7;13;2;17.5;18;85;288;555;51.9;98;359;27.3;386;914;42.2;179;293;61.1;64.8;35.5;11.9;8.0;2.9;43.5;28.1;38.0;58.7;11.0;79.5;17.4;66.9;100.6;80.8;19.8;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;HAKRO Merlins Crailsheim;20232024_NBBL_NBBL B_REGULAR SEASON_HAKRO Merlins Crailsheim;10;2000;556;234;81;315;130;117;25;269;159;467;200.0;56;23.4;8;32;13.0;12;3;26.9;16;47;165;364;45.3;35;177;19.8;200;541;37.0;121;187;64.7;78.3;39.5;17.4;14.1;3.2;52.3;27.1;40.0;64.8;0.0;80.5;8.2;31.4;69.0;97.2;-28.2;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;Metropol Baskets Ruhr;20232024_NBBL_NBBL B_REGULAR SEASON_Metropol Baskets Ruhr;8;1600;706;197;107;304;153;86;35;171;180;773;200.0;88;24.6;13;38;19.1;11;4;21.4;23;97;238;394;60.4;41;172;23.8;279;566;49.3;107;160;66.9;79.8;31.6;11.4;9.9;2.6;47.6;28.1;41.1;73.1;5.0;84.4;18.1;61.5;104.6;94.5;10.1;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;Orange Academy;20232024_NBBL_NBBL B_REGULAR SEASON_Orange Academy;9;1800;623;231;107;338;133;81;65;169;154;655;200.0;69;25.7;12;38;14.8;9;7;18.8;17;73;201;416;48.3;40;166;24.1;241;582;41.4;101;176;57.4;67.3;41.6;13.4;10.9;2.1;43.7;21.3;35.2;61.6;5.0;78.1;14.5;56.0;88.7;86.3;2.4;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;Phoenix Hagen;20232024_NBBL_NBBL B_REGULAR SEASON_Phoenix Hagen;9;1825;639;211;79;290;88;61;26;163;161;543;202.8;71;23.4;9;32;9.8;7;3;18.1;18;60;186;374;49.7;46;200;23.0;232;574;40.4;129;185;69.7;82.7;45.4;17.0;8.8;2.8;49.6;21.1;41.1;69.2;3.0;79.0;11.9;38.8;88.6;103.2;-14.6;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;ratiopharm Ulm;20232024_NBBL_NBBL B_REGULAR SEASON_ratiopharm Ulm;11;2200;954;266;156;422;195;146;42;175;206;1086;200.0;87;24.2;14;38;17.7;13;4;15.9;19;99;298;530;56.2;69;263;26.2;367;793;46.3;151;223;67.7;68.9;33.5;14.5;9.5;3.1;47.4;27.9;39.9;61.0;9.0;80.0;20.5;65.2;108.5;86.2;22.3;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;RheinStars Köln;20232024_NBBL_NBBL B_REGULAR SEASON_RheinStars Köln;10;2025;820;244;140;384;175;86;26;150;189;871;202.5;82;24.4;14;38;17.5;9;3;15.0;19;87;204;419;48.7;86;273;31.5;290;692;41.9;154;222;69.4;70.9;33.7;14.4;7.7;3.1;48.3;25.9;40.1;63.5;9.0;76.7;18.5;60.1;105.6;91.3;14.3;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;Rostock Seawolves;20232024_NBBL_NBBL B_REGULAR SEASON_Rostock Seawolves;10;2000;776;239;113;352;134;80;20;197;187;697;200.0;78;23.9;11;35;13.4;8;2;19.7;19;70;179;369;48.5;101;325;31.1;280;694;40.3;115;169;68.0;87.0;40.4;17.7;11.8;3.9;55.3;29.1;43.7;65.2;4.0;82.8;13.5;38.9;93.8;105.1;-11.4;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;Sartorius Juniors;20232024_NBBL_NBBL B_REGULAR SEASON_Sartorius Juniors;11;2225;1009;283;168;451;209;126;29;185;220;1108;202.3;92;25.7;15;41;19.0;11;3;16.8;20;101;254;479;53.0;103;331;31.1;357;810;44.1;192;270;71.1;71.0;31.0;12.5;9.1;2.4;50.1;23.8;40.4;66.2;10.0;81.1;20.4;67.6;111.9;86.6;25.3;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;SG Junior Löwen Braunschweig;20232024_NBBL_NBBL B_REGULAR SEASON_SG Junior Löwen Braunschweig;10;2025;804;241;113;354;130;108;39;188;190;813;202.5;80;24.1;11;35;13.0;11;4;18.8;19;81;268;494;54.3;55;203;27.1;323;697;46.3;103;163;63.2;74.5;33.8;13.6;9.3;3.8;48.4;28.6;41.3;67.7;6.0;79.8;16.1;55.2;99.5;92.2;7.3;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;Team Bonn/Rhöndorf;20232024_NBBL_NBBL B_REGULAR SEASON_Team Bonn/Rhöndorf;13;2600;1122;334;177;511;171;137;38;243;298;1125;200.0;86;25.7;14;39;13.2;11;3;18.7;23;87;303;555;54.6;91;346;26.3;394;901;43.7;243;347;70.0;71.7;29.8;11.9;7.0;2.5;47.4;25.0;39.9;66.0;8.0;82.2;17.1;64.6;105.0;87.3;17.8;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;Team Südhessen;20232024_NBBL_NBBL B_REGULAR SEASON_Team Südhessen;10;2000;700;219;92;311;121;127;26;197;204;609;200.0;70;21.9;9;31;12.1;13;3;19.7;20;61;232;486;47.7;47;199;23.6;279;685;40.7;95;168;56.5;78.8;40.2;15.2;10.2;2.9;53.1;30.0;44.4;63.3;2.0;83.3;11.8;38.4;84.0;94.6;-10.6;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;TG Hanau;20232024_NBBL_NBBL B_REGULAR SEASON_TG Hanau;10;2000;702;215;101;316;116;76;25;196;190;584;200.0;70;21.5;10;32;11.6;8;3;19.6;19;58;212;438;48.4;54;204;26.5;266;642;41.4;116;195;59.5;87.8;38.6;12.6;11.0;2.7;55.0;32.1;47.1;59.4;3.0;79.8;11.7;34.0;87.9;110.0;-22.0;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;Tornados Franken;20232024_NBBL_NBBL B_REGULAR SEASON_Tornados Franken;13;2625;1115;310;187;497;234;153;34;240;238;1169;201.9;86;23.8;14;38;18.0;12;3;18.5;18;90;305;545;56.0;110;392;28.1;415;937;44.3;175;277;63.2;75.8;36.2;13.2;7.8;2.5;50.9;25.6;42.4;66.1;10.0;82.2;18.1;59.3;103.3;91.3;12.0;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;TS Jahn München;20232024_NBBL_NBBL B_REGULAR SEASON_TS Jahn München;10;2000;689;236;127;363;154;118;25;184;174;670;200.0;69;23.6;13;36;15.4;12;3;18.4;17;67;159;361;44.0;85;302;28.1;244;663;36.8;116;192;60.4;67.2;38.9;14.1;9.8;4.8;48.7;24.7;39.2;61.5;6.0;77.3;14.2;50.2;89.2;87.0;2.2;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;USC Heidelberg;20232024_NBBL_NBBL B_REGULAR SEASON_USC Heidelberg;10;2000;792;252;131;383;126;111;24;210;200;743;200.0;79;25.2;13;38;12.6;11;2;21.0;20;74;213;437;48.7;78;262;29.8;291;699;41.6;132;207;63.8;80.4;38.7;17.3;12.4;2.5;52.4;27.6;44.1;57.0;3.0;85.4;14.0;46.1;92.8;94.2;-1.4;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;VfL Kirchheim Knights;20232024_NBBL_NBBL B_REGULAR SEASON_VfL Kirchheim Knights;14;2800;1029;342;176;518;245;111;38;246;261;1052;200.0;74;24.4;13;37;17.5;8;3;17.6;19;75;283;579;48.9;110;374;29.4;393;953;41.2;133;216;61.6;73.1;34.9;16.0;10.1;3.6;47.8;29.5;41.1;63.3;7.0;76.3;15.5;48.6;96.4;95.8;0.6;;;;;;;;;;;
