SEASON;LEAGUE;DIV;SEASON_TYPE;TEAM;PLAYER;POS;ROLE;ID;EST_POS;EST_ROLE;BORN;GP;MP;PT;RB;AS;ST;BS;TO;PF;EF;DD;TD;MPG;PPG;RPG;APG;SPG;BPG;TOPG;PFPG;EFPG;PER;PIE;2PM;2PA;2P%;3PM;3PA;3P%;FGM;FGA;FG%;FTM;FTA;FT%;ORTG;DRTG;NRTG;OBPM;DBPM;BPM;VORP;OWS;DWS;WS;WS_40;FIC;FIC_Gm;AS_RATIO;AS_RATE;AS_TO;REB%;ST%;BS%;USAGE;TS%;EFG%;TOV%;ORB%;FT_RATE
20222023;NBBL;NBBL A;REGULAR SEASON;Eintracht Frankfurt;Barnabas Bode;Combo;Neutral;20222023_NBBL_NBBL A_REGULAR SEASON_Eintracht Frankfurt_Barnabas Bode;1.9;3.2;2005;11;230.4;51;23;16;4;0;50;19;1;0;0;20.9;4.6;2.1;1.5;0.4;0.0;4.5;1.7;0.1;-2.1;-2.1;19;43;44.2;3;13;23.1;22;56;39.3;4;13;30.8;54.4;103.7;-49.3;-7.0;-2.1;-9.1;-3.8;-1.3;-0.1;-1.4;-0.3;-16.6;-1.5;5.0;13.9;0.3;6.1;0.9;0.0;21.2;41.7;42.0;44.7;3.2;7.1
20222023;NBBL;NBBL A;REGULAR SEASON;Eintracht Frankfurt;Chukuwuemeka Justin Onyejiaka;Wing;Creator;20222023_NBBL_NBBL A_REGULAR SEASON_Eintracht Frankfurt_Chukuwuemeka Justin Onyejiaka;2.9;2.8;2004;1;22.4;19;8;2;0;0;6;4;6;0;0;22.4;19.0;8.0;2.0;0.0;0.0;6.0;4.0;6.0;19.0;1.3;6;14;42.9;1;6;16.7;7;20;35.0;4;8;50.0;75.4;96.6;-21.2;-5.3;-1.1;-6.4;-0.8;-0.1;0.0;-0.1;-0.2;1.5;1.5;2.4;6.6;0.3;22.7;0.0;0.0;58.9;40.9;37.5;20.3;10.8;20.0
20222023;NBBL;NBBL A;REGULAR SEASON;Eintracht Frankfurt;Colin Tölke;Forward;Creator;20222023_NBBL_NBBL A_REGULAR SEASON_Eintracht Frankfurt_Colin Tölke;4.1;2.3;2004;3;17.5;10;3;1;2;0;1;0;13;0;0;5.8;3.3;1.0;0.3;0.7;0.0;0.3;0.0;4.3;43.1;5.6;2;3;66.7;1;1;100.0;3;4;75.0;3;4;75.0;145.5;87.4;58.1;-4.0;0.2;-3.7;0.1;0.1;0.0;0.2;0.4;9.8;3.3;5.4;14.1;1.0;9.9;5.5;0.0;16.1;89.3;87.5;14.8;0.0;75.0
20222023;NBBL;NBBL A;REGULAR SEASON;Eintracht Frankfurt;Dusan Nikolic;Point;Pure Creator;20222023_NBBL_NBBL A_REGULAR SEASON_Eintracht Frankfurt_Dusan Nikolic;1.3;1.0;2005;7;186.5;103;29;24;7;0;30;17;84;0;0;26.6;14.7;4.1;3.4;1.0;0.0;4.3;2.4;12.0;25.1;9.4;36;67;53.7;5;21;23.8;41;88;46.6;16;18;88.9;95.9;101.4;-5.5;-2.5;-0.5;-3.0;-0.5;0.5;0.0;0.4;0.1;44.5;6.4;6.2;18.3;0.8;9.5;1.9;0.0;30.1;54.1;49.4;23.8;0.0;18.2
20222023;NBBL;NBBL A;REGULAR SEASON;Eintracht Frankfurt;Fabrice Heberer;Point;Creator;20222023_NBBL_NBBL A_REGULAR SEASON_Eintracht Frankfurt_Fabrice Heberer;1.3;2.1;2006;8;89.7;24;9;8;7;0;12;6;25;0;0;11.2;3.0;1.1;1.0;0.9;0.0;1.5;0.8;3.1;15.3;2.4;5;6;83.3;3;10;30.0;8;16;50.0;5;8;62.5;87.1;101.5;-14.4;-4.0;0.6;-3.3;-0.2;0.0;0.0;0.0;0.0;16.3;2.0;8.0;24.0;0.7;6.5;3.9;0.0;15.8;62.5;59.4;38.1;2.9;31.3
20222023;NBBL;NBBL A;REGULAR SEASON;Eintracht Frankfurt;Finley Prüver;Combo;Receiver;20222023_NBBL_NBBL A_REGULAR SEASON_Eintracht Frankfurt_Finley Prüver;2.4;4.3;2006;13;283.9;61;26;6;12;1;17;27;37;0;0;21.8;4.7;2.0;0.5;0.9;0.1;1.3;2.1;2.8;7.7;0.4;12;30;40.0;6;32;18.8;18;62;29.0;19;27;70.4;81.0;101.7;-20.7;-3.3;1.0;-2.3;-0.2;-0.2;0.0;-0.2;0.0;14.6;1.1;2.5;6.4;0.4;5.6;2.1;0.3;14.0;41.9;33.9;18.7;3.9;30.6
20222023;NBBL;NBBL A;REGULAR SEASON;Eintracht Frankfurt;Fynn Noll;Point;Neutral;20222023_NBBL_NBBL A_REGULAR SEASON_Eintracht Frankfurt_Fynn Noll;1.7;3.9;2006;5;63.4;16;5;2;2;0;10;4;1;0;0;12.7;3.2;1.0;0.4;0.4;0.0;2.0;0.8;0.2;1.3;-0.9;0;3;0.0;3;13;23.1;3;16;18.8;7;8;87.5;62.8;99.6;-36.8;-5.2;-0.7;-5.9;-1.0;-0.2;0.0;-0.2;-0.1;-3.0;-0.6;2.7;6.6;0.2;4.4;1.5;0.0;19.3;41.7;28.1;33.9;1.8;43.8
20222023;NBBL;NBBL A;REGULAR SEASON;Eintracht Frankfurt;Hector Izquierdo-Desviat Jimenez;Big;Creator;20222023_NBBL_NBBL A_REGULAR SEASON_Eintracht Frankfurt_Hector Izquierdo-Desviat Jimenez;5.0;2.6;2004;12;302.4;137;77;9;18;26;29;22;156;1;0;25.2;11.4;6.4;0.8;1.5;2.2;2.4;1.8;13.0;27.9;10.4;40;81;49.4;6;29;20.7;46;110;41.8;39;57;68.4;95.5;91.3;4.2;-1.0;2.0;1.0;1.8;0.5;0.5;1.0;0.1;108.6;9.1;2.1;5.4;0.3;15.4;3.0;8.4;23.6;51.6;44.5;17.7;7.7;35.5
20222023;NBBL;NBBL A;REGULAR SEASON;Eintracht Frankfurt;Joscha Zentgraf;Forward;Neutral;20222023_NBBL_NBBL A_REGULAR SEASON_Eintracht Frankfurt_Joscha Zentgraf;3.7;3.5;2005;13;403.2;115;98;12;15;1;38;31;114;1;0;31.0;8.8;7.5;0.9;1.2;0.1;2.9;2.4;8.8;15.4;5.1;29;75;38.7;1;10;10.0;30;85;35.3;54;88;61.4;88.3;100.4;-12.0;-0.2;0.2;0.0;1.4;0.1;0.0;0.2;0.0;78.3;6.0;2.8;7.2;0.3;14.8;1.9;0.2;17.3;47.8;35.9;23.5;14.5;63.5
20222023;NBBL;NBBL A;REGULAR SEASON;Eintracht Frankfurt;Julian Haskins;Combo;Neutral;20222023_NBBL_NBBL A_REGULAR SEASON_Eintracht Frankfurt_Julian Haskins;2.4;3.4;2005;9;206.9;40;35;10;8;0;33;20;35;0;0;23.0;4.4;3.9;1.1;0.9;0.0;3.7;2.2;3.9;4.8;1.3;6;17;35.3;8;20;40.0;14;37;37.8;4;6;66.7;65.1;102.3;-37.2;-4.0;0.5;-3.5;-0.8;-0.6;0.0;-0.6;-0.1;13.3;1.5;4.7;13.4;0.3;10.8;2.0;0.0;15.9;50.8;48.6;45.4;5.0;10.8
20222023;NBBL;NBBL A;REGULAR SEASON;Eintracht Frankfurt;Justin David;Wing;Neutral;20222023_NBBL_NBBL A_REGULAR SEASON_Eintracht Frankfurt_Justin David;3.0;3.3;2006;4;54.5;13;9;4;4;0;8;8;11;0;0;13.6;3.3;2.3;1.0;1.0;0.0;2.0;2.0;2.8;7.2;0.7;6;8;75.0;0;7;0.0;6;15;40.0;1;3;33.3;62.3;91.5;-29.3;-4.9;0.4;-4.6;-0.5;-0.2;0.1;-0.1;-0.1;3.9;1.0;5.9;15.9;0.5;9.2;3.5;0.0;18.6;40.1;40.0;32.9;4.0;6.7
20222023;NBBL;NBBL A;REGULAR SEASON;Eintracht Frankfurt;Kenny Wefing;Combo;Neutral;20222023_NBBL_NBBL A_REGULAR SEASON_Eintracht Frankfurt_Kenny Wefing;2.3;3.1;2006;9;100.9;31;12;4;1;0;24;16;4;0;0;11.2;3.4;1.3;0.4;0.1;0.0;2.7;1.8;0.4;-1.4;-1.6;3;6;50.0;7;21;33.3;10;27;37.0;4;7;57.1;59.3;105.1;-45.8;-7.6;-1.9;-9.4;-2.5;-0.5;-0.1;-0.6;-0.2;-9.6;-1.1;2.8;7.3;0.2;7.1;0.5;0.0;23.5;52.0;50.0;44.3;1.2;14.8
20222023;NBBL;NBBL A;REGULAR SEASON;Eintracht Frankfurt;Leif Zentgraf;Combo;Neutral;20222023_NBBL_NBBL A_REGULAR SEASON_Eintracht Frankfurt_Leif Zentgraf;2.4;3.1;2005;4;100.8;33;12;4;1;1;4;9;28;0;0;25.2;8.3;3.0;1.0;0.3;0.3;1.0;2.3;7.0;16.2;4.6;8;12;66.7;2;14;14.3;10;26;38.5;11;14;78.6;106.9;111.6;-4.7;-2.0;0.2;-1.8;0.2;0.3;-0.2;0.1;0.0;15.0;3.8;3.8;10.7;1.0;7.8;0.5;1.0;16.6;52.2;42.3;11.1;1.4;42.3
20222023;NBBL;NBBL A;REGULAR SEASON;Eintracht Frankfurt;Marvin Eßer;Forward;Neutral;20222023_NBBL_NBBL A_REGULAR SEASON_Eintracht Frankfurt_Marvin Eßer;4.4;3.0;2005;7;143.4;38;38;5;3;3;19;8;54;1;0;20.5;5.4;5.4;0.7;0.4;0.4;2.7;1.1;7.7;15.4;6.3;18;28;64.3;0;0;0.0;18;28;64.3;2;6;33.3;83.1;98.0;-14.9;-2.7;0.2;-2.5;-0.1;-0.1;0.1;0.0;0.0;34.0;4.9;3.6;9.8;0.3;16.5;1.1;2.1;15.4;62.5;64.3;38.3;9.7;7.1
20222023;NBBL;NBBL A;REGULAR SEASON;Eintracht Frankfurt;Ruben Rimbach;Forward;Neutral;20222023_NBBL_NBBL A_REGULAR SEASON_Eintracht Frankfurt_Ruben Rimbach;3.6;3.4;2006;2;17.0;6;6;0;1;0;0;3;10;0;0;8.5;3.0;3.0;0.0;0.5;0.0;0.0;1.5;5.0;35.6;2.9;1;1;100.0;0;0;0.0;1;1;100.0;4;7;57.1;166.0;105.1;60.9;-3.7;0.0;-3.7;0.1;0.2;0.0;0.1;0.3;7.6;3.8;0.0;0.0;0.0;22.6;3.1;0.0;10.3;78.9;100.0;0.0;27.7;400.0
20222023;NBBL;NBBL A;REGULAR SEASON;Eintracht Frankfurt;Sergio Grothe;Forward;Neutral;20222023_NBBL_NBBL A_REGULAR SEASON_Eintracht Frankfurt_Sergio Grothe;4.4;3.9;2005;5;66.9;15;17;1;2;2;7;20;21;0;0;13.4;3.0;3.4;0.2;0.4;0.4;1.4;4.0;4.2;8.7;-0.8;5;10;50.0;1;3;33.3;6;13;46.2;2;4;50.0;80.9;96.4;-15.6;-5.1;0.3;-4.9;-0.6;0.0;0.1;0.0;0.0;6.3;1.3;1.8;4.5;0.1;15.8;1.5;2.9;14.1;51.4;50.0;32.2;12.9;15.4
20222023;NBBL;NBBL A;REGULAR SEASON;Eintracht Frankfurt;Viktor Malinowsky;Forward;Receiver;20222023_NBBL_NBBL A_REGULAR SEASON_Eintracht Frankfurt_Viktor Malinowsky;3.3;4.1;2004;10;145.1;32;21;2;2;3;7;23;31;0;0;14.5;3.2;2.1;0.2;0.2;0.3;0.7;2.3;3.1;9.2;0.3;10;21;47.6;1;6;16.7;11;27;40.7;9;15;60.0;91.0;104.2;-13.2;-4.0;0.2;-3.8;-0.6;0.1;-0.1;0.0;0.0;12.1;1.2;1.9;4.8;0.3;8.8;0.7;1.9;12.2;48.5;42.6;17.2;5.9;33.3
20222023;NBBL;NBBL A;REGULAR SEASON;FC Bayern München;Alec Anigbata;Forward;Neutral;20222023_NBBL_NBBL A_REGULAR SEASON_FC Bayern München_Alec Anigbata;3.6;3.8;2004;13;347.6;102;73;18;12;0;41;35;106;0;0;26.7;7.8;5.6;1.4;0.9;0.0;3.2;2.7;8.2;13.4;5.1;34;62;54.8;4;18;22.2;38;80;47.5;22;38;57.9;85.9;92.6;-6.7;1.3;-0.4;1.0;2.0;0.0;0.5;0.5;0.1;59.0;4.5;4.4;12.6;0.4;13.4;1.8;0.0;17.5;53.6;50.0;29.8;7.4;27.5
20222023;NBBL;NBBL A;REGULAR SEASON;FC Bayern München;Amar Licina;Point;Pure Creator;20222023_NBBL_NBBL A_REGULAR SEASON_FC Bayern München_Amar Licina;1.4;1.1;2004;13;345.3;186;31;50;37;4;30;36;190;0;0;26.6;14.3;2.4;3.8;2.8;0.3;2.3;2.8;14.6;34.7;12.2;45;81;55.6;15;48;31.3;60;129;46.5;51;70;72.9;115.2;86.2;29.0;5.7;2.7;8.5;7.1;2.0;0.9;2.9;0.3;131.0;10.1;8.1;24.7;1.7;5.7;5.5;1.3;24.0;59.2;52.3;15.8;2.6;39.5
20222023;NBBL;NBBL A;REGULAR SEASON;FC Bayern München;Christian Skladanowski;Big;Neutral;20222023_NBBL_NBBL A_REGULAR SEASON_FC Bayern München_Christian Skladanowski;5.0;3.8;2004;12;319.2;128;100;18;19;12;26;25;158;1;0;26.6;10.7;8.3;1.5;1.6;1.0;2.2;2.1;13.2;26.6;9.9;43;91;47.3;3;18;16.7;46;109;42.2;33;63;52.4;98.2;82.2;16.0;3.9;-0.3;3.6;3.6;0.7;1.0;1.7;0.2;119.4;9.9;3.9;10.7;0.7;19.2;3.1;4.1;22.1;47.7;43.6;16.0;17.4;30.3
20222023;NBBL;NBBL A;REGULAR SEASON;FC Bayern München;Desmond Yiamu;Big;Creator;20222023_NBBL_NBBL A_REGULAR SEASON_FC Bayern München_Desmond Yiamu;5.0;2.4;2006;14;266.4;124;92;7;7;5;32;44;174;2;0;19.0;8.9;6.6;0.5;0.5;0.4;2.3;3.1;12.4;28.8;8.7;55;75;73.3;0;0;0.0;55;75;73.3;14;23;60.9;108.5;87.7;20.8;0.2;-1.7;-1.5;0.3;1.0;0.6;1.6;0.2;101.1;7.2;2.2;5.9;0.2;21.9;1.4;2.1;19.3;73.6;73.3;27.3;15.3;18.7
20222023;NBBL;NBBL A;REGULAR SEASON;FC Bayern München;Didier Alphonse Mbida Mengue;Forward;Receiver;20222023_NBBL_NBBL A_REGULAR SEASON_FC Bayern München_Didier Alphonse Mbida Mengue;3.5;4.7;2006;8;52.2;11;8;0;0;0;9;6;2;0;0;6.5;1.4;1.0;0.0;0.0;0.0;1.1;0.8;0.3;-2.2;-0.8;4;12;33.3;0;0;0.0;4;12;33.3;3;3;100.0;62.0;99.5;-37.5;-4.6;-1.5;-6.2;-0.9;-0.2;0.0;-0.2;-0.1;-3.9;-0.5;0.0;0.0;0.0;10.6;0.0;0.0;19.4;41.7;33.3;40.3;14.0;25.0
20222023;NBBL;NBBL A;REGULAR SEASON;FC Bayern München;Dominik Dolic;Point;Pure Creator;20222023_NBBL_NBBL A_REGULAR SEASON_FC Bayern München_Dominik Dolic;1.7;1.2;2006;13;188.7;80;20;34;14;4;30;23;91;0;0;14.5;6.2;1.5;2.6;1.1;0.3;2.3;1.8;7.0;24.7;5.4;16;31;51.6;13;28;46.4;29;59;49.2;9;10;90.0;100.0;86.7;13.3;-0.1;-0.1;-0.2;1.0;0.5;0.4;0.9;0.2;57.8;4.4;10.4;33.8;1.1;6.8;3.8;2.4;21.8;63.5;60.2;32.1;0.7;15.3
20222023;NBBL;NBBL A;REGULAR SEASON;FC Bayern München;Ivan Kharchenkov;Point;Neutral;20222023_NBBL_NBBL A_REGULAR SEASON_FC Bayern München_Ivan Kharchenkov;1.4;3.5;2006;4;88.0;42;13;10;14;0;9;4;38;0;0;22.0;10.5;3.3;2.5;3.5;0.0;2.3;1.0;9.5;26.8;9.9;12;29;41.4;4;18;22.2;16;47;34.0;6;7;85.7;90.7;77.2;13.5;-1.0;1.4;0.3;1.1;0.1;0.3;0.4;0.2;28.4;7.1;5.9;16.3;1.1;8.9;7.8;0.0;27.7;42.2;38.3;15.2;7.5;12.8
20222023;NBBL;NBBL A;REGULAR SEASON;FC Bayern München;Ivan Volf;Wing;Neutral;20222023_NBBL_NBBL A_REGULAR SEASON_FC Bayern München_Ivan Volf;2.7;4.0;2006;9;104.5;26;14;10;5;2;7;14;28;0;0;11.6;2.9;1.6;1.1;0.6;0.2;0.8;1.6;3.1;11.9;1.4;5;7;71.4;5;24;20.8;10;31;32.3;1;2;50.0;87.5;91.1;-3.6;-1.8;0.1;-1.7;0.4;0.0;0.2;0.2;0.1;16.0;1.8;8.0;24.4;1.4;8.8;2.4;2.3;16.3;40.9;40.3;18.0;2.5;3.2
20222023;NBBL;NBBL A;REGULAR SEASON;FC Bayern München;Jannis Grußendorf;Wing;Neutral;20222023_NBBL_NBBL A_REGULAR SEASON_FC Bayern München_Jannis Grußendorf;3.0;4.0;2005;8;169.7;54;22;4;12;2;7;23;59;0;0;21.2;6.8;2.8;0.5;1.5;0.3;0.9;2.9;7.4;19.8;4.4;14;27;51.9;5;15;33.3;19;42;45.2;11;16;68.8;110.9;89.1;21.9;1.1;0.9;2.0;1.9;0.5;0.3;0.9;0.2;34.5;4.3;2.5;7.0;0.6;8.3;3.8;1.4;15.0;55.8;51.2;12.5;6.2;26.2
20222023;NBBL;NBBL A;REGULAR SEASON;FC Bayern München;Joshua William Greene;Wing;Neutral;20222023_NBBL_NBBL A_REGULAR SEASON_FC Bayern München_Joshua William Greene;2.7;3.7;2006;7;33.6;5;5;3;1;1;2;5;11;0;0;4.8;0.7;0.7;0.4;0.1;0.1;0.3;0.7;1.6;11.9;0.8;1;1;100.0;1;3;33.3;2;4;50.0;0;0;0.0;104.4;86.1;18.3;-3.0;0.3;-2.6;0.4;0.0;0.1;0.1;0.2;6.5;0.9;13.1;45.5;1.5;9.4;1.5;3.3;7.8;62.5;62.5;33.3;3.8;0.0
20222023;NBBL;NBBL A;REGULAR SEASON;FC Bayern München;Kyle Varner;Forward;Neutral;20222023_NBBL_NBBL A_REGULAR SEASON_FC Bayern München_Kyle Varner;3.3;3.6;2005;10;180.4;58;20;9;10;8;9;16;65;0;0;18.0;5.8;2.0;0.9;1.0;0.8;0.9;1.6;6.5;20.7;4.8;5;16;31.3;14;32;43.8;19;48;39.6;6;8;75.0;111.6;89.7;21.9;2.3;0.8;3.2;2.6;0.5;0.3;0.9;0.2;45.0;4.5;4.9;14.4;1.0;7.3;2.9;5.3;15.2;56.6;54.2;14.9;3.0;12.5
20222023;NBBL;NBBL A;REGULAR SEASON;FC Bayern München;Lenny Anigbata;Wing;Neutral;20222023_NBBL_NBBL A_REGULAR SEASON_FC Bayern München_Lenny Anigbata;3.0;3.1;2004;8;175.5;70;25;15;7;3;14;27;69;0;0;21.9;8.8;3.1;1.9;0.9;0.4;1.8;3.4;8.6;19.4;4.5;19;36;52.8;8;27;29.6;27;63;42.9;8;9;88.9;102.4;93.0;9.4;0.5;-0.5;0.1;1.0;0.5;0.2;0.7;0.2;37.6;4.7;6.3;17.8;1.1;9.2;2.0;1.9;19.8;52.6;49.2;17.3;5.6;12.7
20222023;NBBL;NBBL A;REGULAR SEASON;FC Bayern München;Luis Wulff;Combo;Neutral;20222023_NBBL_NBBL A_REGULAR SEASON_FC Bayern München_Luis Wulff;1.8;3.2;2004;7;200.1;69;16;25;12;1;19;23;56;0;0;28.6;9.9;2.3;3.6;1.7;0.1;2.7;3.3;8.0;15.6;4.3;16;38;42.1;12;36;33.3;28;74;37.8;1;3;33.3;90.2;93.1;-2.9;1.9;0.1;2.0;2.0;0.1;0.3;0.4;0.1;33.6;4.8;8.4;25.1;1.3;4.6;3.0;0.5;20.1;45.9;45.9;20.1;3.9;1.4
20222023;NBBL;NBBL A;REGULAR SEASON;FC Bayern München;Luka Pesic;Combo;Neutral;20222023_NBBL_NBBL A_REGULAR SEASON_FC Bayern München_Luka Pesic;2.3;3.3;2005;14;229.2;90;21;20;6;1;11;17;71;0;0;16.4;6.4;1.5;1.4;0.4;0.1;0.8;1.2;5.1;18.8;4.0;23;39;59.0;11;48;22.9;34;87;39.1;11;14;78.6;105.4;95.1;10.3;0.4;-1.9;-1.5;0.4;0.7;0.2;0.9;0.2;44.0;3.1;6.2;18.4;1.8;5.8;1.4;0.5;20.0;48.6;45.4;10.6;2.8;12.6
20222023;NBBL;NBBL A;REGULAR SEASON;FC Bayern München;Matteo Petters;Forward;Neutral;20222023_NBBL_NBBL A_REGULAR SEASON_FC Bayern München_Matteo Petters;3.7;4.0;2006;3;4.1;0;0;0;0;0;1;0;-1;0;0;1.4;0.0;0.0;0.0;0.0;0.0;0.3;0.0;-0.3;-18.0;-0.5;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0.0;91.8;-91.8;-4.6;-0.1;-4.7;0.0;0.0;0.0;0.0;-0.3;-1.0;-0.3;0.0;0.0;0.0;0.0;0.0;0.0;11.1;0.0;0.0;99.9;0.0;0.0
20222023;NBBL;NBBL A;REGULAR SEASON;FC Bayern München;Niko Rimac;Combo;Creator;20222023_NBBL_NBBL A_REGULAR SEASON_FC Bayern München_Niko Rimac;2.2;2.5;2006;6;27.8;15;3;3;1;0;3;5;14;0;0;4.6;2.5;0.5;0.5;0.2;0.0;0.5;0.8;2.3;27.8;1.5;4;6;66.7;1;1;100.0;5;7;71.4;4;7;57.1;117.9;89.2;28.6;-4.4;-0.5;-4.9;-0.3;0.1;0.1;0.2;0.3;7.9;1.3;7.5;21.5;1.0;6.5;1.8;0.0;19.8;76.5;78.6;22.9;0.0;57.1
20222023;NBBL;NBBL A;REGULAR SEASON;FC Bayern München;Nikola Tomic;Combo;Creator;20222023_NBBL_NBBL A_REGULAR SEASON_FC Bayern München_Nikola Tomic;2.2;2.5;2005;5;67.8;36;8;5;6;2;9;7;36;0;0;13.6;7.2;1.6;1.0;1.2;0.4;1.8;1.4;7.2;29.7;5.7;10;18;55.6;4;8;50.0;14;26;53.8;4;4;100.0;102.8;85.9;16.9;-2.2;0.1;-2.2;0.3;0.2;0.2;0.4;0.2;22.0;4.4;4.7;13.2;0.6;7.2;4.5;3.2;23.8;65.2;61.5;24.5;3.5;15.4
20222023;NBBL;NBBL A;REGULAR SEASON;Hamburg Towers;Al-Fayed Alegbe;Wing;Creator;20222023_NBBL_NBBL A_REGULAR SEASON_Hamburg Towers_Al-Fayed Alegbe;2.6;2.6;2004;8;215.1;118;43;17;25;2;22;16;96;0;0;26.9;14.8;5.4;2.1;3.1;0.3;2.8;2.0;12.0;26.7;11.6;26;61;42.6;13;42;31.0;39;103;37.9;27;50;54.0;93.1;78.3;14.7;2.4;1.8;4.1;3.2;0.3;0.8;1.2;0.2;70.3;8.8;4.4;11.2;0.8;10.6;5.4;0.9;26.4;48.0;44.2;15.0;3.9;26.2
20222023;NBBL;NBBL A;REGULAR SEASON;Hamburg Towers;Anton Krüger;Wing;Receiver;20222023_NBBL_NBBL A_REGULAR SEASON_Hamburg Towers_Anton Krüger;2.8;4.2;2005;8;123.7;24;23;11;7;1;9;15;31;0;0;15.5;3.0;2.9;1.4;0.9;0.1;1.1;1.9;3.9;9.4;1.5;6;16;37.5;2;17;11.8;8;33;24.2;6;7;85.7;78.5;91.1;-12.6;-1.3;0.6;-0.8;0.7;-0.1;0.2;0.1;0.0;18.4;2.3;8.4;23.1;1.2;9.8;2.6;0.8;14.0;33.5;27.3;20.0;6.5;18.2
20222023;NBBL;NBBL A;REGULAR SEASON;Hamburg Towers;Ben Bochenek;Big;Neutral;20222023_NBBL_NBBL A_REGULAR SEASON_Hamburg Towers_Ben Bochenek;5.0;3.7;2004;7;98.2;36;24;3;3;4;13;16;37;0;0;14.0;5.1;3.4;0.4;0.4;0.6;1.9;2.3;5.3;15.0;2.0;17;32;53.1;0;0;0.0;17;32;53.1;2;7;28.6;80.8;94.4;-13.6;-3.5;-0.6;-4.1;-0.6;-0.1;0.1;0.0;0.0;18.9;2.7;2.5;6.1;0.2;13.6;1.4;3.7;20.1;51.7;53.1;27.0;11.5;6.3
20222023;NBBL;NBBL A;REGULAR SEASON;Hamburg Towers;Benjamin Jeß;Wing;Neutral;20222023_NBBL_NBBL A_REGULAR SEASON_Hamburg Towers_Benjamin Jeß;3.0;3.7;2006;12;217.2;59;35;11;12;0;23;18;61;0;0;18.1;4.9;2.9;0.9;1.0;0.0;1.9;1.5;5.1;12.0;3.5;5;8;62.5;14;43;32.6;19;51;37.3;7;8;87.5;84.6;90.3;-5.7;0.5;0.2;0.7;1.5;0.0;0.4;0.4;0.1;37.0;3.1;5.3;13.8;0.5;8.7;2.6;0.0;14.2;54.4;51.0;29.7;3.9;13.7
20222023;NBBL;NBBL A;REGULAR SEASON;Hamburg Towers;Cheikh Doucoure;Wing;Neutral;20222023_NBBL_NBBL A_REGULAR SEASON_Hamburg Towers_Cheikh Doucoure;3.2;3.7;2006;12;166.8;38;31;16;12;2;30;35;35;0;0;13.9;3.2;2.6;1.3;1.0;0.2;2.5;2.9;2.9;4.1;-0.5;14;31;45.2;1;12;8.3;14;43;32.6;7;12;58.3;61.1;86.5;-25.4;-4.3;0.6;-3.7;-0.6;-0.7;0.4;-0.3;-0.1;9.5;0.8;7.4;19.5;0.5;9.8;3.3;1.1;18.2;39.7;33.7;38.3;6.1;16.3
20222023;NBBL;NBBL A;REGULAR SEASON;Hamburg Towers;Darren Egbe;Point;Receiver;20222023_NBBL_NBBL A_REGULAR SEASON_Hamburg Towers_Darren Egbe;1.2;4.1;2007;1;19.4;4;2;1;2;0;7;3;-2;0;0;19.4;4.0;2.0;1.0;2.0;0.0;7.0;3.0;-2.0;-10.1;-4.2;1;4;25.0;0;1;0.0;1;5;20.0;2;2;100.0;35.1;91.1;-56.0;-5.0;-0.1;-5.2;-0.4;-0.2;0.0;-0.2;-0.4;-4.5;-4.5;3.4;7.6;0.1;4.8;4.4;0.0;24.1;34.5;20.0;54.3;0.0;40.0
20222023;NBBL;NBBL A;REGULAR SEASON;Hamburg Towers;Jules Bom;Combo;Creator;20222023_NBBL_NBBL A_REGULAR SEASON_Hamburg Towers_Jules Bom;1.9;2.7;2004;7;134.4;49;9;10;4;0;10;7;41;0;0;19.2;7.0;1.3;1.4;0.6;0.0;1.4;1.0;5.9;17.5;4.7;8;20;40.0;10;16;62.5;18;36;50.0;3;6;50.0;109.3;95.2;14.1;0.7;-0.6;0.1;1.0;0.4;0.1;0.5;0.1;27.8;4.0;7.3;19.7;1.0;3.8;1.4;0.0;14.4;63.8;63.9;20.6;2.6;8.3
20222023;NBBL;NBBL A;REGULAR SEASON;Hamburg Towers;Jules Victor Apollon Galvani;Wing;Receiver;20222023_NBBL_NBBL A_REGULAR SEASON_Hamburg Towers_Jules Victor Apollon Galvani;3.2;4.1;2006;7;90.5;28;13;1;3;0;4;13;26;0;0;12.9;4.0;1.9;0.1;0.4;0.0;0.6;1.9;3.7;13.8;1.2;8;13;61.5;4;14;28.6;12;27;44.4;0;0;0.0;106.8;95.1;11.6;-1.6;-0.8;-2.4;0.1;0.2;0.1;0.3;0.1;13.3;1.9;1.3;3.2;0.3;7.3;1.5;0.0;13.2;51.9;51.9;12.9;9.7;0.0
20222023;NBBL;NBBL A;REGULAR SEASON;Hamburg Towers;Justus Waller;Wing;Neutral;20222023_NBBL_NBBL A_REGULAR SEASON_Hamburg Towers_Justus Waller;3.0;3.4;2005;10;237.7;96;45;15;18;3;32;18;81;0;0;23.8;9.6;4.5;1.5;1.8;0.3;3.2;1.8;8.1;16.7;5.7;24;61;39.3;15;39;38.5;39;100;39.0;3;6;50.0;81.8;88.7;-6.9;0.9;0.2;1.1;1.7;-0.2;0.5;0.3;0.1;51.0;5.1;4.3;10.9;0.5;10.4;3.6;1.2;22.5;46.9;46.5;23.8;6.3;3.0
