SEASON;LEAGUE;DIV;SEASON_TYPE;TEAM;PLAYER;POS;ROLE;ID;EST_POS;EST_ROLE;BORN;GP;MP;PT;RB;AS;ST;BS;TO;PF;EF;DD;TD;MPG;PPG;RPG;APG;SPG;BPG;TOPG;PFPG;EFPG;PER;PIE;2PM;2PA;2P%;3PM;3PA;3P%;FGM;FGA;FG%;FTM;FTA;FT%;ORTG;DRTG;NRTG;OBPM;DBPM;BPM;VORP;OWS;DWS;WS;WS_40;FIC;FIC_Gm;AS_RATIO;AS_RATE;AS_TO;REB%;ST%;BS%;USAGE;TS%;EFG%;TOV%;ORB%;FT_RATE
20222023;NBBL;NBBL A;PLAYOFFS;Alba Berlin;Amon Levi Dörries;Forward;Creator;20222023_NBBL_NBBL A_PLAYOFFS_Alba Berlin_Amon Levi Dörries;4.4;3.0;2006;6;103.9;55;24;3;7;6;10;15;67;1;0;17.3;9.2;4.0;0.5;1.2;1.0;1.7;2.5;11.2;28.7;8.4;24;36;66.7;0;0;0.0;24;36;66.7;7;13;53.8;110.1;67.8;42.3;1.3;0.0;1.3;2.6;0.3;0.6;1.0;0.4;41.6;6.9;2.4;5.7;0.3;11.5;3.1;6.4;18.6;66.7;66.7;19.3;8.3;19.4
20222023;NBBL;NBBL A;PLAYOFFS;Alba Berlin;Anton Nufer;Combo;Neutral;20222023_NBBL_NBBL A_PLAYOFFS_Alba Berlin_Anton Nufer;2.0;3.9;2006;6;79.9;16;6;8;3;1;7;5;15;0;0;13.3;2.7;1.0;1.3;0.5;0.2;1.2;0.8;2.5;8.5;1.7;1;4;25.0;4;11;36.4;5;15;33.3;2;4;50.0;87.3;77.2;10.1;0.8;-0.2;0.7;2.2;0.0;0.4;0.4;0.2;10.5;1.8;11.1;31.4;1.1;3.7;1.7;1.4;11.1;48.2;46.7;29.5;1.3;13.3
20222023;NBBL;NBBL A;PLAYOFFS;Alba Berlin;Dorian Grosber;Forward;Receiver;20222023_NBBL_NBBL A_PLAYOFFS_Alba Berlin_Dorian Grosber;4.2;4.4;2006;6;70.7;21;26;3;7;3;10;9;34;0;0;11.8;3.5;4.3;0.5;1.2;0.5;1.7;1.5;5.7;16.3;3.6;5;15;33.3;2;7;28.6;7;22;31.8;5;6;83.3;79.4;61.0;18.4;-0.8;0.3;-0.6;1.5;-0.1;0.5;0.4;0.2;22.3;3.7;3.5;8.5;0.3;18.2;4.5;4.7;18.3;43.0;36.4;28.9;12.2;22.7
20222023;NBBL;NBBL A;PLAYOFFS;Alba Berlin;Elias José Rapieque;Point;Pure Creator;20222023_NBBL_NBBL A_PLAYOFFS_Alba Berlin_Elias José Rapieque;1.7;1.9;2004;6;126.6;64;35;28;23;2;14;15;105;1;0;21.1;10.7;5.8;4.7;3.8;0.3;2.3;2.5;17.5;38.4;15.9;18;31;58.1;4;18;22.2;22;49;44.9;16;22;72.7;113.3;55.8;57.5;4.5;3.7;8.2;7.7;0.6;1.0;1.6;0.5;78.8;13.1;12.2;35.4;2.0;13.7;8.3;1.8;21.4;55.4;49.0;19.3;6.8;32.7
20222023;NBBL;NBBL A;PLAYOFFS;Alba Berlin;Eren Simbil;Wing;Receiver;20222023_NBBL_NBBL A_PLAYOFFS_Alba Berlin_Eren Simbil;2.7;4.4;2005;5;69.4;22;9;4;1;0;6;6;11;0;0;13.9;4.4;1.8;0.8;0.2;0.0;1.2;1.2;2.2;7.5;0.6;7;17;41.2;2;9;22.2;9;26;34.6;2;4;50.0;87.5;76.1;11.4;-0.8;-1.5;-2.3;0.4;0.0;0.3;0.3;0.2;5.0;1.0;4.7;11.5;0.7;6.3;0.7;0.0;17.9;39.9;38.5;17.8;7.9;7.7
20222023;NBBL;NBBL A;PLAYOFFS;Alba Berlin;Finn-Friedrich Flasche;Big;Receiver;20222023_NBBL_NBBL A_PLAYOFFS_Alba Berlin_Finn-Friedrich Flasche;4.9;4.3;2005;2;23.6;4;8;2;1;1;4;6;7;0;0;11.8;2.0;4.0;1.0;0.5;0.5;2.0;3.0;3.5;2.1;-0.2;2;7;28.6;0;0;0.0;2;7;28.6;0;0;0.0;60.3;58.1;2.2;-3.6;0.1;-3.5;0.1;-0.1;0.2;0.1;0.1;2.3;1.1;7.2;17.5;0.5;16.3;1.8;4.6;16.3;28.6;28.6;36.3;8.8;0.0
20222023;NBBL;NBBL A;PLAYOFFS;Alba Berlin;Jack Kayil;Combo;Creator;20222023_NBBL_NBBL A_PLAYOFFS_Alba Berlin_Jack Kayil;2.4;2.3;2006;6;118.7;57;31;19;10;0;20;12;72;1;0;19.8;9.5;5.2;3.2;1.7;0.0;3.3;2.0;12.0;26.2;10.5;11;23;47.8;4;14;28.6;15;37;40.5;23;26;88.5;103.3;67.1;36.2;2.5;0.2;2.7;3.6;0.3;0.8;1.1;0.4;47.8;8.0;9.5;26.0;1.0;13.0;3.8;0.0;21.4;60.1;45.9;29.2;7.3;62.2
20222023;NBBL;NBBL A;PLAYOFFS;Alba Berlin;Jamal Entezami;Combo;Creator;20222023_NBBL_NBBL A_PLAYOFFS_Alba Berlin_Jamal Entezami;2.5;2.3;2004;6;118.2;55;26;17;9;1;15;13;75;0;0;19.7;9.2;4.3;2.8;1.5;0.2;2.5;2.2;12.5;27.5;10.8;18;30;60.0;2;6;33.3;20;36;55.6;13;15;86.7;111.3;68.9;42.5;3.0;0.5;3.5;4.2;0.4;0.7;1.1;0.4;49.1;8.2;10.0;27.6;1.1;10.9;3.5;0.9;18.2;65.5;58.3;26.0;6.4;36.1
20222023;NBBL;NBBL A;PLAYOFFS;Alba Berlin;Jannis Berger;Combo;Neutral;20222023_NBBL_NBBL A_PLAYOFFS_Alba Berlin_Jannis Berger;2.3;3.8;2004;2;23.0;8;2;2;2;0;0;3;8;0;0;11.5;4.0;1.0;1.0;1.0;0.0;0.0;1.5;4.0;19.7;2.4;4;8;50.0;0;0;0.0;4;8;50.0;0;2;0.0;105.5;85.2;20.3;-2.7;0.1;-2.6;0.6;0.0;0.1;0.1;0.2;5.5;2.8;7.9;21.4;0.0;4.2;4.0;0.0;14.9;45.5;50.0;0.0;4.4;0.0
20222023;NBBL;NBBL A;PLAYOFFS;Alba Berlin;Leo Hylla;Forward;Receiver;20222023_NBBL_NBBL A_PLAYOFFS_Alba Berlin_Leo Hylla;4.6;4.2;2006;1;6.2;0;3;0;0;0;0;0;2;0;0;6.2;0.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;6.1;1.2;0;0;0.0;0;1;0.0;0;1;0.0;0;0;0.0;73.3;56.4;17.0;-3.9;-0.1;-4.0;0.2;0.0;0.0;0.0;0.3;1.8;1.8;0.0;0.0;0.0;22.2;0.0;0.0;5.8;0.0;0.0;0.0;16.5;0.0
20222023;NBBL;NBBL A;PLAYOFFS;Alba Berlin;Linus Ruf;Forward;Neutral;20222023_NBBL_NBBL A_PLAYOFFS_Alba Berlin_Linus Ruf;4.7;3.2;2005;6;140.0;69;53;11;5;3;15;14;88;1;0;23.3;11.5;8.8;1.8;0.8;0.5;2.5;2.3;14.7;27.1;11.4;23;47;48.9;1;5;20.0;24;52;46.2;20;30;66.7;107.0;70.1;36.9;4.2;-1.1;3.1;4.0;0.4;0.8;1.3;0.4;61.3;10.2;5.3;13.2;0.7;18.8;1.6;2.4;21.3;53.9;47.1;18.7;17.7;38.5
20222023;NBBL;NBBL A;PLAYOFFS;Alba Berlin;Luca Philipp Hotz;Combo;Creator;20222023_NBBL_NBBL A_PLAYOFFS_Alba Berlin_Luca Philipp Hotz;2.0;3.0;2004;1;13.0;7;0;2;0;0;0;3;8;0;0;13.0;7.0;0.0;2.0;0.0;0.0;0.0;3.0;8.0;31.1;33.3;1;2;50.0;1;1;100.0;2;3;66.7;2;2;100.0;199.2;76.3;122.9;-3.2;-0.1;-3.4;0.4;0.1;0.1;0.2;0.6;4.5;4.5;14.9;46.0;0.0;0.0;0.0;0.0;11.7;92.1;83.3;0.0;0.0;66.7
20222023;NBBL;NBBL A;PLAYOFFS;Alba Berlin;Nils Machowski;Point;Pure Creator;20222023_NBBL_NBBL A_PLAYOFFS_Alba Berlin_Nils Machowski;1.4;1.9;2004;6;102.9;68;19;23;8;0;16;6;63;0;0;17.2;11.3;3.2;3.8;1.3;0.0;2.7;1.0;10.5;31.8;9.7;20;42;47.6;6;20;30.0;26;62;41.9;10;13;76.9;104.6;72.6;32.0;2.2;-1.5;0.7;2.2;0.4;0.6;0.9;0.4;45.4;7.6;9.5;25.9;1.4;9.2;3.5;0.0;30.5;50.6;46.8;19.1;10.5;16.1
20222023;NBBL;NBBL A;PLAYOFFS;Alba Berlin;Paul Bahn;Combo;Receiver;20222023_NBBL_NBBL A_PLAYOFFS_Alba Berlin_Paul Bahn;1.9;5.0;2006;5;65.1;13;4;2;5;0;4;4;0;0;0;13.0;2.6;0.8;0.4;1.0;0.0;0.8;0.8;0.0;1.2;-0.9;3;6;50.0;2;18;11.1;5;24;20.8;1;2;50.0;62.2;72.8;-10.6;-1.7;-0.2;-1.9;0.7;-0.2;0.4;0.1;0.1;-1.8;-0.4;2.8;6.8;0.5;3.1;3.5;0.0;16.8;26.2;25.0;13.8;0.0;4.2
20222023;NBBL;NBBL A;PLAYOFFS;Alba Berlin;Philipp Schwarz;Combo;Neutral;20222023_NBBL_NBBL A_PLAYOFFS_Alba Berlin_Philipp Schwarz;2.5;4.0;2004;4;46.6;13;8;2;4;0;3;5;18;0;0;11.6;3.3;2.0;0.5;1.0;0.0;0.8;1.3;4.5;17.1;3.8;6;9;66.7;0;2;0.0;6;11;54.5;1;2;50.0;98.5;75.3;23.1;-1.2;0.3;-0.9;1.3;0.0;0.2;0.3;0.2;11.3;2.8;5.0;13.0;0.7;8.6;4.0;0.0;12.5;55.1;54.5;20.2;7.1;9.1
20222023;NBBL;NBBL A;PLAYOFFS;Alba Berlin;Rikus Schulte;Big;Pure Creator;20222023_NBBL_NBBL A_PLAYOFFS_Alba Berlin_Rikus Schulte;4.9;1.9;2004;4;92.2;76;35;7;3;4;6;7;90;1;0;23.0;19.0;8.8;1.8;0.8;1.0;1.5;1.8;22.5;46.4;19.1;26;44;59.1;6;13;46.2;32;57;56.1;6;10;60.0;127.9;74.2;53.7;4.6;-0.9;3.7;4.0;0.7;0.5;1.2;0.5;63.3;15.8;4.1;10.1;1.2;18.8;1.5;5.0;27.3;62.3;61.4;8.9;14.1;10.5
20222023;NBBL;NBBL A;PLAYOFFS;Bamberg freakcity academy;Adrian Petkovic;Point;Pure Creator;20222023_NBBL_NBBL A_PLAYOFFS_Bamberg freakcity academy_Adrian Petkovic;1.1;1.0;2004;4;121.2;70;17;22;9;0;11;7;66;0;0;30.3;17.5;4.3;5.5;2.3;0.0;2.8;1.8;16.5;30.4;12.8;10;29;34.5;6;26;23.1;16;55;29.1;32;34;94.1;101.8;97.9;3.8;0.3;0.8;1.1;2.3;0.3;0.1;0.5;0.2;45.5;11.4;9.2;25.4;2.0;8.1;3.5;0.0;28.4;51.0;34.5;13.6;0.9;58.2
20222023;NBBL;NBBL A;PLAYOFFS;Bamberg freakcity academy;Danas Kazakevicius;Big;Neutral;20222023_NBBL_NBBL A_PLAYOFFS_Bamberg freakcity academy_Danas Kazakevicius;5.0;3.8;2005;4;93.5;31;36;5;3;2;8;8;49;0;0;23.4;7.8;9.0;1.3;0.8;0.5;2.0;2.0;12.3;18.8;7.9;12;26;46.2;0;5;0.0;12;31;38.7;7;8;87.5;86.5;95.6;-9.1;-2.3;0.1;-2.3;0.1;0.0;0.1;0.1;0.0;31.8;7.9;4.5;11.4;0.6;22.3;1.5;1.8;19.5;45.3;38.7;18.8;9.8;22.6
20222023;NBBL;NBBL A;PLAYOFFS;Bamberg freakcity academy;David Gerhard;Big;Neutral;20222023_NBBL_NBBL A_PLAYOFFS_Bamberg freakcity academy_David Gerhard;5.0;3.6;2004;2;37.1;14;11;0;0;0;2;2;17;0;0;18.5;7.0;5.5;0.0;0.0;0.0;1.0;1.0;8.5;19.1;5.5;2;7;28.6;3;3;100.0;5;10;50.0;1;2;50.0;106.7;106.5;0.3;-2.8;-0.6;-3.4;0.0;0.1;0.0;0.1;0.1;11.8;5.9;0.0;0.0;0.0;15.9;0.0;0.0;14.2;64.8;65.0;15.5;8.4;10.0
20222023;NBBL;NBBL A;PLAYOFFS;Bamberg freakcity academy;Dejan Lukac;Wing;Neutral;20222023_NBBL_NBBL A_PLAYOFFS_Bamberg freakcity academy_Dejan Lukac;2.8;3.1;2006;4;101.5;47;11;5;3;0;9;11;32;0;0;25.4;11.8;2.8;1.3;0.8;0.0;2.3;2.8;8.0;16.5;4.5;18;28;64.3;2;13;15.4;20;41;48.8;5;9;55.6;89.2;103.4;-14.2;-2.9;-0.5;-3.4;-0.8;0.0;0.0;0.0;0.0;14.9;3.7;3.6;9.0;0.6;6.3;1.4;0.0;22.8;52.7;51.2;16.7;1.1;12.2
20222023;NBBL;NBBL A;PLAYOFFS;Bamberg freakcity academy;Finn Radina;Point;Receiver;20222023_NBBL_NBBL A_PLAYOFFS_Bamberg freakcity academy_Finn Radina;1.4;4.4;2004;4;73.3;6;4;6;4;0;11;7;-3;0;0;18.3;1.5;1.0;1.5;1.0;0.0;2.8;1.8;-0.8;-4.4;-2.3;1;4;25.0;1;9;11.1;2;13;15.4;1;2;50.0;37.5;102.8;-65.4;-4.5;0.2;-4.3;-1.0;-0.5;0.0;-0.4;-0.2;-5.8;-1.4;8.4;22.9;0.5;3.2;2.5;0.0;14.6;21.7;19.2;44.2;1.6;7.7
20222023;NBBL;NBBL A;PLAYOFFS;Bamberg freakcity academy;Jannis Rümer;Combo;Receiver;20222023_NBBL_NBBL A_PLAYOFFS_Bamberg freakcity academy_Jannis Rümer;2.1;4.3;2005;4;32.7;9;3;0;3;0;2;1;6;0;0;8.2;2.3;0.8;0.0;0.8;0.0;0.5;0.3;1.5;12.7;0.8;2;6;33.3;1;4;25.0;3;10;30.0;2;2;100.0;82.7;100.6;-17.9;-4.0;0.0;-4.0;-0.2;0.0;0.0;0.0;0.0;4.3;1.1;0.0;0.0;0.0;5.3;4.3;0.0;16.9;41.7;35.0;15.5;10.6;20.0
20222023;NBBL;NBBL A;PLAYOFFS;Bamberg freakcity academy;Jonas Zilinskas;Forward;Creator;20222023_NBBL_NBBL A_PLAYOFFS_Bamberg freakcity academy_Jonas Zilinskas;4.2;2.2;2006;4;100.3;60;14;5;1;2;7;13;50;0;0;25.1;15.0;3.5;1.3;0.3;0.5;1.8;3.3;12.5;26.4;7.4;22;37;59.5;2;7;28.6;24;44;54.5;10;15;66.7;107.8;104.3;3.4;-1.8;-0.6;-2.4;-0.1;0.3;0.0;0.4;0.1;27.4;6.8;3.4;8.5;0.7;8.1;0.5;1.7;24.6;60.0;56.8;12.2;4.6;22.7
20222023;NBBL;NBBL A;PLAYOFFS;Bamberg freakcity academy;Joshua Schönbäck;Big;Creator;20222023_NBBL_NBBL A_PLAYOFFS_Bamberg freakcity academy_Joshua Schönbäck;4.8;2.7;2004;4;72.3;29;17;4;4;2;7;4;40;0;0;18.1;7.3;4.3;1.0;1.0;0.5;1.8;1.0;10.0;24.9;7.3;7;11;63.6;2;6;33.3;9;17;52.9;9;10;90.0;108.1;96.5;11.5;-2.3;0.4;-1.9;0.5;0.2;0.1;0.3;0.2;27.0;6.8;5.3;13.5;0.6;13.6;2.6;2.4;16.7;69.0;58.8;24.6;4.8;52.9
20222023;NBBL;NBBL A;PLAYOFFS;Bamberg freakcity academy;Leon Kasche;Wing;Neutral;20222023_NBBL_NBBL A_PLAYOFFS_Bamberg freakcity academy_Leon Kasche;3.1;3.8;2006;2;10.5;2;1;0;0;0;4;0;-1;0;0;5.2;1.0;0.5;0.0;0.0;0.0;2.0;0.0;-0.5;-9.0;-0.6;1;1;100.0;0;0;0.0;1;1;100.0;0;0;0.0;37.9;119.8;-81.9;-4.9;-0.4;-5.3;-0.5;-0.1;0.0;-0.1;-0.5;-1.8;-0.9;0.0;0.0;0.0;5.4;0.0;0.0;20.8;100.0;100.0;79.9;10.9;0.0
20222023;NBBL;NBBL A;PLAYOFFS;Bamberg freakcity academy;Matteo Sattler;Wing;Neutral;20222023_NBBL_NBBL A_PLAYOFFS_Bamberg freakcity academy_Matteo Sattler;3.1;4.0;2005;2;17.1;2;2;1;0;0;0;3;3;0;0;8.5;1.0;1.0;0.5;0.0;0.0;0.0;1.5;1.5;5.0;-0.2;1;2;50.0;0;1;0.0;1;3;33.3;0;0;0.0;91.7;117.2;-25.5;-4.1;-0.1;-4.2;-0.1;0.0;0.0;0.0;-0.1;1.0;0.5;10.9;31.3;0.0;6.6;0.0;0.0;7.7;33.3;33.3;0.0;6.7;0.0
20222023;NBBL;NBBL A;PLAYOFFS;Bamberg freakcity academy;Milan Suput;Forward;Neutral;20222023_NBBL_NBBL A_PLAYOFFS_Bamberg freakcity academy_Milan Suput;4.6;3.2;2004;1;28.2;15;6;0;0;0;1;3;14;0;0;28.2;15.0;6.0;0.0;0.0;0.0;1.0;3.0;14.0;27.3;9.8;4;8;50.0;1;1;100.0;5;9;55.6;4;6;66.7;124.6;100.0;24.6;-2.8;-0.2;-2.9;0.3;0.1;0.0;0.2;0.2;8.3;8.3;0.0;0.0;0.0;14.2;0.0;0.0;19.9;65.8;61.1;7.9;4.7;44.4
20222023;NBBL;NBBL A;PLAYOFFS;Bamberg freakcity academy;Neo Krizanovic;Point;Neutral;20222023_NBBL_NBBL A_PLAYOFFS_Bamberg freakcity academy_Neo Krizanovic;1.5;3.7;2006;3;27.3;7;1;2;1;0;2;3;4;0;0;9.1;2.3;0.3;0.7;0.3;0.0;0.7;1.0;1.3;8.7;0.1;3;4;75.0;0;3;0.0;3;7;42.9;1;2;50.0;82.2;111.8;-29.5;-4.4;-0.2;-4.6;-0.4;0.0;0.0;-0.1;-0.1;1.5;0.5;7.1;19.3;1.0;2.2;1.7;0.0;15.8;44.9;42.9;20.2;4.4;14.3
20222023;NBBL;NBBL A;PLAYOFFS;Bamberg freakcity academy;Noah-Oliver Okah;Point;Neutral;20222023_NBBL_NBBL A_PLAYOFFS_Bamberg freakcity academy_Noah-Oliver Okah;1.5;3.4;2005;4;85.2;20;3;6;6;0;11;14;12;0;0;21.3;5.0;0.8;1.5;1.5;0.0;2.8;3.5;3.0;6.5;-0.4;4;9;44.4;0;3;0.0;4;12;33.3;12;16;75.0;75.1;101.2;-26.1;-4.4;0.7;-3.7;-0.8;-0.2;0.1;-0.1;0.0;1.3;0.3;7.2;18.9;0.5;2.0;3.3;0.0;14.9;54.3;33.3;36.6;0.0;100.0
20222023;NBBL;NBBL A;PLAYOFFS;Baskets Juniors Oldenburg;Aleksandar Zecevic;Forward;Neutral;20222023_NBBL_NBBL A_PLAYOFFS_Baskets Juniors Oldenburg_Aleksandar Zecevic;3.4;3.1;2006;1;10.5;4;2;1;0;0;1;2;4;0;0;10.5;4.0;2.0;1.0;0.0;0.0;1.0;2.0;4.0;19.8;1.4;1;2;50.0;0;0;0.0;1;2;50.0;2;3;66.7;108.9;132.5;-23.6;-4.8;-0.2;-4.9;-0.3;0.0;0.0;0.0;-0.1;2.1;2.1;7.4;21.6;1.0;12.5;0.0;0.0;17.9;62.5;50.0;23.1;11.6;100.0
20222023;NBBL;NBBL A;PLAYOFFS;Baskets Juniors Oldenburg;Bennett Spree;Combo;Creator;20222023_NBBL_NBBL A_PLAYOFFS_Baskets Juniors Oldenburg_Bennett Spree;2.3;2.3;2006;2;29.5;16;2;2;0;0;4;3;9;0;0;14.7;8.0;1.0;1.0;0.0;0.0;2.0;1.5;4.5;19.9;2.6;5;5;100.0;1;5;20.0;6;10;60.0;3;6;50.0;96.8;127.5;-30.8;-5.2;-0.8;-6.0;-1.3;0.0;-0.1;-0.1;-0.1;4.3;2.1;4.3;11.6;0.5;4.5;0.0;0.0;25.0;64.5;65.0;24.0;0.0;30.0
20222023;NBBL;NBBL A;PLAYOFFS;Baskets Juniors Oldenburg;Gasper Kocevar;Forward;Neutral;20222023_NBBL_NBBL A_PLAYOFFS_Baskets Juniors Oldenburg_Gasper Kocevar;4.5;3.2;2004;2;67.8;27;14;4;1;3;3;3;28;0;0;33.9;13.5;7.0;2.0;0.5;1.5;1.5;1.5;14.0;20.7;9.9;9;19;47.4;1;9;11.1;10;28;35.7;6;6;100.0;93.9;120.9;-27.0;-2.5;0.3;-2.2;0.2;0.0;-0.2;-0.1;-0.1;18.3;9.1;4.3;11.5;1.3;13.8;0.7;5.0;22.1;44.4;37.5;8.9;3.7;21.4
20222023;NBBL;NBBL A;PLAYOFFS;Baskets Juniors Oldenburg;Johann Helwig;Point;Receiver;20222023_NBBL_NBBL A_PLAYOFFS_Baskets Juniors Oldenburg_Johann Helwig;1.6;4.2;2006;2;37.7;4;1;1;2;0;2;6;1;0;0;18.8;2.0;0.5;0.5;1.0;0.0;1.0;3.0;0.5;0.7;-2.4;2;3;66.7;0;3;0.0;2;6;33.3;0;1;0.0;59.0;123.1;-64.1;-5.0;0.4;-4.6;-0.7;-0.1;-0.1;-0.2;-0.2;-1.9;-0.9;4.3;11.5;0.5;1.8;2.6;0.0;10.0;31.3;33.3;23.7;3.4;0.0
20222023;NBBL;NBBL A;PLAYOFFS;Baskets Juniors Oldenburg;Lazar Klaric;Forward;Creator;20222023_NBBL_NBBL A_PLAYOFFS_Baskets Juniors Oldenburg_Lazar Klaric;4.2;2.7;2006;2;37.1;11;7;4;2;3;3;9;19;0;0;18.6;5.5;3.5;2.0;1.0;1.5;1.5;4.5;9.5;21.1;3.3;5;6;83.3;0;3;0.0;5;9;55.6;1;2;50.0;99.1;114.2;-15.1;-4.5;1.0;-3.6;-0.1;0.0;-0.1;0.0;0.0;10.8;5.4;9.6;29.1;1.3;12.6;2.7;9.1;15.5;56.1;55.6;23.3;6.8;11.1
20222023;NBBL;NBBL A;PLAYOFFS;Baskets Juniors Oldenburg;Miles Osei Kofi;Big;Neutral;20222023_NBBL_NBBL A_PLAYOFFS_Baskets Juniors Oldenburg_Miles Osei Kofi;4.8;3.8;2005;2;13.2;0;3;1;0;1;2;1;2;0;0;6.6;0.0;1.5;0.5;0.0;0.5;1.0;0.5;1.0;-3.0;0.2;0;0;0.0;0;1;0.0;0;1;0.0;0;0;0.0;15.8;119.1;-103.2;-4.8;0.3;-4.5;-0.2;-0.1;0.0;-0.1;-0.4;1.0;0.5;10.1;31.3;0.5;15.2;0.0;8.6;10.2;0.0;0.0;66.6;0.0;0.0
20222023;NBBL;NBBL A;PLAYOFFS;Baskets Juniors Oldenburg;Miran Evin;Point;Pure Creator;20222023_NBBL_NBBL A_PLAYOFFS_Baskets Juniors Oldenburg_Miran Evin;1.7;2.0;2006;2;38.3;18;5;5;2;0;2;4;17;0;0;19.1;9.0;2.5;2.5;1.0;0.0;1.0;2.0;8.5;27.7;5.7;3;9;33.3;2;2;100.0;5;11;45.5;6;11;54.5;113.3;120.2;-6.9;-4.1;0.2;-3.9;-0.3;0.2;-0.1;0.1;0.1;12.4;6.2;8.9;26.0;2.5;8.7;2.6;0.0;20.4;58.4;54.5;11.2;0.0;54.5
20222023;NBBL;NBBL A;PLAYOFFS;Baskets Juniors Oldenburg;Rauf Amirbekov;Combo;Creator;20222023_NBBL_NBBL A_PLAYOFFS_Baskets Juniors Oldenburg_Rauf Amirbekov;1.8;2.8;2004;2;62.5;25;8;5;4;0;11;7;16;0;0;31.2;12.5;4.0;2.5;2.0;0.0;5.5;3.5;8.0;12.4;3.7;11;18;61.1;0;6;0.0;11;24;45.8;3;5;60.0;73.4;119.4;-45.9;-5.0;0.2;-4.8;-1.3;-0.2;-0.1;-0.4;-0.2;5.9;2.9;4.8;13.0;0.5;8.5;3.2;0.0;26.6;48.1;45.8;29.6;2.0;12.5
20222023;NBBL;NBBL A;PLAYOFFS;Baskets Juniors Oldenburg;Simon Kohlhoff;Combo;Neutral;20222023_NBBL_NBBL A_PLAYOFFS_Baskets Juniors Oldenburg_Simon Kohlhoff;2.0;3.2;2006;2;54.1;15;5;4;1;0;8;3;8;0;0;27.0;7.5;2.5;2.0;0.5;0.0;4.0;1.5;4.0;7.8;1.3;5;8;62.5;1;7;14.3;6;15;40.0;2;2;100.0;75.5;127.1;-51.6;-4.2;-0.7;-4.9;-1.2;-0.1;-0.2;-0.3;-0.2;3.3;1.6;5.8;16.2;0.5;6.2;0.9;0.0;19.8;47.5;43.3;33.5;9.4;13.3
20222023;NBBL;NBBL A;PLAYOFFS;Baskets Juniors Oldenburg;Tim Nocke;Forward;Creator;20222023_NBBL_NBBL A_PLAYOFFS_Baskets Juniors Oldenburg_Tim Nocke;4.7;3.0;2005;2;42.8;21;10;0;1;0;1;8;23;0;0;21.4;10.5;5.0;0.0;0.5;0.0;0.5;4.0;11.5;27.2;5.5;10;17;58.8;0;0;0.0;10;17;58.8;1;2;50.0;119.4;123.1;-3.8;-4.1;-0.6;-4.7;-0.9;0.2;-0.1;0.1;0.1;12.3;6.1;0.0;0.0;0.0;15.6;1.2;0.0;19.7;59.0;58.8;5.3;14.8;5.9
20222023;NBBL;NBBL A;PLAYOFFS;Baskets Juniors Oldenburg;Titus Frömrich;Forward;Neutral;20222023_NBBL_NBBL A_PLAYOFFS_Baskets Juniors Oldenburg_Titus Frömrich;3.3;3.9;2005;2;6.7;0;1;0;0;0;2;5;-2;0;0;3.3;0.0;0.5;0.0;0.0;0.0;1.0;2.5;-1.0;-37.8;-3.1;0;0;0.0;0;1;0.0;0;1;0.0;0;0;0.0;0.0;120.9;-120.9;-5.8;-0.1;-5.9;-0.7;-0.1;0.0;-0.1;-0.7;-4.5;-2.3;0.0;0.0;0.0;10.0;0.0;0.0;20.2;0.0;0.0;66.6;0.0;0.0
20222023;NBBL;NBBL A;PLAYOFFS;Baskets Paderborn;Agust Godi Kjartansson;Combo;Pure Creator;20222023_NBBL_NBBL A_PLAYOFFS_Baskets Paderborn_Agust Godi Kjartansson;1.8;1.1;2004;5;178.5;108;26;53;7;3;22;12;115;3;0;35.7;21.6;5.2;10.6;1.4;0.6;4.4;2.4;23.0;32.3;15.1;32;54;59.3;11;44;25.0;43;98;43.9;11;16;68.8;102.9;110.5;-7.6;3.5;-0.2;3.3;4.3;0.6;-0.2;0.5;0.1;85.0;17.0;12.3;38.4;2.4;7.9;1.9;1.6;30.2;51.7;49.5;17.3;4.9;11.2
20222023;NBBL;NBBL A;PLAYOFFS;Baskets Paderborn;Ben-Luca Port;Forward;Neutral;20222023_NBBL_NBBL A_PLAYOFFS_Baskets Paderborn_Ben-Luca Port;4.4;3.0;2005;5;132.7;57;32;17;11;11;9;13;86;1;0;26.5;11.4;6.4;3.4;2.2;2.2;1.8;2.6;17.2;30.0;9.9;21;44;47.7;0;1;0.0;21;45;46.7;15;24;62.5;103.8;99.7;4.0;-1.3;2.1;0.8;2.2;0.3;0.1;0.4;0.1;63.8;12.8;8.7;24.7;1.9;13.1;4.0;7.9;20.5;52.2;46.7;13.9;6.6;33.3
20222023;NBBL;NBBL A;PLAYOFFS;Baskets Paderborn;Jakob Hartmann;Wing;Receiver;20222023_NBBL_NBBL A_PLAYOFFS_Baskets Paderborn_Jakob Hartmann;3.0;4.7;2005;4;46.4;5;6;2;2;0;0;7;9;0;0;11.6;1.3;1.5;0.5;0.5;0.0;0.0;1.8;2.3;6.8;0.1;1;2;50.0;1;6;16.7;2;8;25.0;0;0;0.0;93.2;110.8;-17.5;-3.8;0.0;-3.9;-0.3;0.0;0.0;0.0;0.0;4.8;1.2;8.4;23.8;0.0;7.1;2.0;0.0;7.4;31.3;31.3;0.0;6.9;0.0
