PLAYER;TEAM;DIV;EST POS;POS;EST ROLE;ROLE;BORN;GP;MP;PT;RB;AS;ST;BS;TO;PF;EF;DD;TD;MP;PT;RB;AS;ST;BS;TO;PF;EF;PER;PIE;2PM;2PA;2P%;3PM;3PA;3P%;FGM;FGA;FG%;FTM;FTA;FT%;ORTG;DRTG;NRTG;OBPM;DBPM;BPM;VORP;OWS;DWS;WS;WS/40;FIC;FIC/Gm;AS RATIO;AS RATE;AS/TO;REB%;ST%;BS%;USAGE;TS%;EFG%;TOV%;ORB%;FT-RATE
Jermaine Fleck;Berlin Braves Baskets;B;1.9;Combo;2.1;Creator;2005;13;399.6;143;52;65;25;3;32;28;164;0;0;30.7;11.0;4.0;5.0;1.9;0.2;2.5;2.2;12.6;22.1;10.0;36;72;50.0;13;62;21.0;49;134;36.6;32;39;82.1;98.9;89.2;9.8;6.0;1.2;7.2;6.8;0.8;0.9;1.6;0.2;117.6;9.0;10.6;32.9;2.0;7.1;3.1;0.8;19.2;47.8;41.4;17.5;4.1;23.9
Desmond Yiamu;FC Bayern München;A;5.0;Big;1.6;Pure Creator;2006;11;244.5;143;77;7;19;5;20;35;205;3;0;22.2;13.0;7.0;0.6;1.7;0.5;1.8;3.2;18.6;42.1;13.5;59;77;76.6;0;0;0.0;59;77;76.6;25;33;75.8;133.1;93.2;39.8;2.6;0.4;3.1;2.8;1.7;0.5;2.1;0.3;131.4;11.9;2.4;6.1;0.4;18.8;3.9;1.9;19.1;79.3;76.6;17.9;13.8;32.5
Abdulhay Kömürkara;Porsche BBA Ludwigsburg;A;3.2;Wing;2.2;Creator;2005;9;231.0;143;46;20;9;3;15;12;137;0;0;25.7;15.9;5.1;2.2;1.0;0.3;1.7;1.3;15.2;35.0;10.9;32;62;51.6;18;50;36.0;50;112;44.6;25;32;78.1;119.7;94.8;25.0;5.2;-1.8;3.4;2.9;1.4;0.4;1.7;0.3;98.5;10.9;5.0;13.7;1.3;10.3;1.9;1.1;25.0;57.3;52.7;10.6;11.1;22.3
Lukas Modic;Porsche BBA Ludwigsburg;A;2.9;Wing;2.8;Creator;2005;12;327.7;140;71;35;37;11;26;18;196;2;0;27.3;11.7;5.9;2.9;3.1;0.9;2.2;1.5;16.3;32.1;12.1;43;71;60.6;13;48;27.1;56;119;47.1;15;24;62.5;110.2;84.3;25.9;5.9;3.2;9.1;7.2;1.1;1.1;2.2;0.3;149.8;12.5;7.3;21.4;1.3;11.7;5.7;3.0;19.5;54.4;52.5;16.7;9.0;12.6
Moek Icke;Porsche BBA Ludwigsburg;A;5.0;Big;3.4;Neutral;2005;13;318.0;140;111;14;18;18;20;48;214;4;0;24.5;10.8;8.5;1.1;1.4;1.4;1.5;3.7;16.5;29.9;9.3;53;96;55.2;5;18;27.8;58;114;50.9;19;30;63.3;111.8;86.1;25.7;1.9;0.4;2.3;2.7;1.1;0.9;2.0;0.3;141.5;10.9;3.5;9.3;0.7;18.7;2.8;4.9;18.9;55.6;53.1;13.6;12.2;16.7
Benjamin Koppke;Niners Chemnitz Academy;A;4.6;Forward;3.7;Neutral;2005;11;311.1;140;81;6;10;0;26;35;129;2;0;28.3;12.7;7.4;0.5;0.9;0.0;2.4;3.2;11.7;23.2;7.4;53;100;53.0;2;9;22.2;55;109;50.5;28;56;50.0;97.2;106.1;-8.9;-2.4;-1.0;-3.3;-0.9;0.5;-0.1;0.4;0.1;75.8;6.9;1.4;3.7;0.2;15.9;1.7;0.0;23.4;53.3;51.4;16.3;8.8;25.7
Tom Timur Arkan;TG Hanau;B;1.0;Point;1.0;Pure Creator;2005;7;204.2;139;11;21;13;0;19;7;79;0;0;29.2;19.9;1.6;3.0;1.9;0.0;2.7;1.0;11.3;31.4;9.8;44;83;53.0;6;40;15.0;50;123;40.7;33;46;71.7;98.1;113.3;-15.2;-0.4;-0.3;-0.8;0.5;0.6;-0.4;0.3;0.0;50.5;7.2;4.6;12.5;1.1;3.0;3.2;0.0;34.7;49.2;43.1;11.7;2.8;26.8
Volodymyr Yermakov;ART Giants Düsseldorf;B;3.4;Forward;1.6;Pure Creator;2006;8;237.8;139;41;13;8;5;25;17;104;0;0;29.7;17.4;5.1;1.6;1.0;0.6;3.1;2.1;13.0;28.0;10.3;35;65;53.8;13;47;27.7;48;112;42.9;30;43;69.8;99.8;113.4;-13.6;0.3;-0.4;-0.2;0.9;0.7;-0.4;0.3;0.0;66.1;8.3;3.0;8.1;0.5;10.2;1.7;1.8;28.8;53.8;48.7;16.0;7.4;26.8
Linus Trettin;Young Rasta Dragons;A;3.6;Forward;1.5;Pure Creator;2005;10;265.9;137;67;25;18;5;20;20;175;2;0;26.6;13.7;6.7;2.5;1.8;0.5;2.0;2.0;17.5;36.5;14.8;37;64;57.8;12;34;35.3;49;98;50.0;27;35;77.1;121.9;87.6;34.3;6.7;1.3;8.0;5.7;1.5;0.7;2.3;0.3;124.1;12.4;6.2;17.9;1.3;15.4;3.5;1.9;21.3;61.2;56.1;15.0;9.5;27.6
Marko Rosic;Team Bonn/Rhöndorf;B;1.2;Point;1.0;Pure Creator;2005;8;223.0;137;24;37;8;0;13;7;122;0;0;27.9;17.1;3.0;4.6;1.0;0.0;1.6;0.9;15.3;35.6;15.3;28;57;49.1;13;47;27.7;41;104;39.4;42;50;84.0;123.3;96.6;26.7;7.3;-0.4;6.9;4.7;1.7;0.2;1.9;0.3;87.8;11.0;8.6;25.0;2.8;6.8;1.8;0.0;25.4;55.2;45.7;9.4;2.2;40.4
Travis Davis;Porsche BBA Ludwigsburg;A;1.1;Point;2.9;Creator;2006;12;313.8;135;24;57;17;0;38;21;84;0;0;26.2;11.3;2.0;4.8;1.4;0.0;3.2;1.8;7.0;17.4;4.5;37;93;39.8;16;53;30.2;53;146;36.3;13;31;41.9;90.5;95.5;-5.0;0.2;-2.2;-2.0;-0.1;0.1;0.5;0.6;0.1;59.1;4.9;8.9;27.1;1.5;4.1;2.7;0.0;25.9;42.6;41.8;19.2;2.4;8.9
Pablo Schmidt;Tornados Franken;B;5.0;Big;3.4;Neutral;2005;12;269.6;135;87;11;9;8;27;38;140;2;0;22.5;11.3;7.3;0.9;0.8;0.7;2.3;3.2;11.7;26.3;5.8;56;104;53.8;2;7;28.6;58;111;52.3;17;47;36.2;99.8;92.7;7.0;-0.4;-2.5;-2.9;-0.5;0.7;0.4;1.1;0.2;92.9;7.7;2.7;6.8;0.4;17.6;1.6;2.6;23.6;52.0;53.2;17.0;17.6;15.3
Edolind Paqarada;VfL Kirchheim Knights;B;1.2;Point;2.0;Creator;2005;12;312.4;135;25;40;20;1;35;30;107;0;0;26.0;11.3;2.1;3.3;1.7;0.1;2.9;2.5;8.9;21.0;6.1;16;37;43.2;27;82;32.9;43;119;36.1;22;25;88.0;97.3;96.7;0.6;0.8;0.4;1.2;2.0;0.6;0.3;0.9;0.1;67.6;5.6;7.4;23.0;1.1;4.5;3.4;0.3;23.1;52.3;47.5;21.2;2.2;18.5
Olisaemeka Williams Itumo;KICKZ IBAM;A;5.0;Big;3.2;Neutral;2007;14;290.4;132;84;4;7;10;24;45;159;2;0;20.7;9.4;6.0;0.3;0.5;0.7;1.7;3.2;11.4;27.4;6.3;52;88;59.1;0;2;0.0;52;90;57.8;28;44;63.6;110.3;98.3;11.9;-1.1;-1.8;-2.9;-0.6;1.0;0.3;1.3;0.2;93.8;6.7;1.1;2.9;0.2;16.3;1.3;3.5;20.1;61.3;57.8;18.0;13.2;31.1
Nelson Martin;Hamburg Towers;A;1.3;Point;1.0;Pure Creator;2006;13;292.0;132;55;54;33;0;43;31;127;0;0;22.5;10.2;4.2;4.2;2.5;0.0;3.3;2.4;9.8;24.5;8.9;27;72;37.5;13;58;22.4;40;130;30.8;39;53;73.6;86.4;82.3;4.1;-0.4;1.7;1.3;2.0;-0.2;1.1;0.9;0.1;85.6;6.6;8.5;25.8;1.3;10.7;5.7;0.0;28.7;43.7;35.8;21.9;1.9;30.0
Evan Rietsch;USC Heidelberg;B;2.5;Wing;2.1;Creator;2005;9;281.3;131;51;27;16;2;34;30;111;1;0;31.3;14.6;5.7;3.0;1.8;0.2;3.8;3.3;12.3;22.2;7.9;39;78;50.0;5;28;17.9;44;106;41.5;38;58;65.5;96.1;94.9;1.2;1.6;0.6;2.2;2.4;0.5;0.3;0.9;0.1;69.0;7.7;5.9;15.6;0.8;9.3;2.7;0.6;23.4;50.7;43.9;20.5;7.1;35.8
Kai Müsse;ROTH Energie BBA GIESSEN 46ers;A;5.0;Big;2.8;Creator;2006;13;325.2;131;107;11;4;10;31;45;179;4;0;25.0;10.1;8.2;0.8;0.3;0.8;2.4;3.5;13.8;24.4;8.0;48;90;53.3;1;1;100.0;49;91;53.8;32;43;74.4;106.2;107.3;-1.1;-3.0;-0.7;-3.7;-1.1;0.9;-0.1;0.7;0.1;109.1;8.4;2.9;7.6;0.4;17.7;0.6;2.7;18.2;60.5;54.4;22.0;14.3;35.2
Sebastian Schwachhofer;Porsche BBA Ludwigsburg;A;3.9;Forward;1.7;Pure Creator;2005;9;207.0;130;57;16;25;9;16;26;179;0;0;23.0;14.4;6.3;1.8;2.8;1.0;1.8;2.9;19.9;46.3;14.0;45;63;71.4;7;22;31.8;52;85;61.2;19;28;67.9;126.9;82.8;44.0;4.2;1.9;6.2;4.2;1.4;0.7;2.2;0.4;125.8;14.0;4.9;13.6;1.0;15.3;6.1;3.9;22.9;67.6;65.3;14.1;13.8;22.4
Giuseppe Seggio;VfL Kirchheim Knights;B;3.8;Forward;3.7;Neutral;2005;13;365.8;130;88;24;13;4;34;34;125;2;0;28.1;10.0;6.8;1.8;1.0;0.3;2.6;2.6;9.6;16.5;6.1;39;78;50.0;10;54;18.5;49;132;37.1;22;39;56.4;85.8;92.9;-7.1;-0.6;0.3;-0.3;1.1;-0.1;0.6;0.5;0.1;77.9;6.0;4.4;12.7;0.7;13.4;1.9;1.1;21.6;44.0;40.9;18.6;6.6;16.7
Tim Otto;Medipolis SC Jena;A;4.1;Forward;2.8;Creator;2005;12;255.6;128;56;14;12;7;17;31;145;0;0;21.3;10.7;4.7;1.2;1.0;0.6;1.4;2.6;12.1;30.2;7.4;39;73;53.4;1;5;20.0;40;78;51.3;47;64;73.4;121.4;96.5;24.9;1.8;-0.4;1.4;1.9;1.3;0.3;1.7;0.3;95.0;7.9;4.1;10.9;0.8;13.0;2.3;3.1;20.0;61.8;51.9;13.8;12.6;60.3
Luca Förster;Basketball Löwen Erfurt;B;1.9;Combo;2.0;Pure Creator;2007;9;202.6;128;26;10;20;1;26;16;91;0;0;22.5;14.2;2.9;1.1;2.2;0.1;2.9;1.8;10.1;26.1;6.9;19;49;38.8;19;48;39.6;38;97;39.2;33;42;78.6;97.0;97.9;-0.9;-2.6;-0.1;-2.8;-0.4;0.4;0.1;0.6;0.1;57.0;6.3;2.9;6.9;0.4;6.3;4.5;0.4;27.6;56.2;49.0;18.4;2.0;34.0
Ivan Crnjac;Eintracht Frankfurt;B;3.2;Wing;2.7;Creator;2007;7;208.4;127;41;8;8;0;13;12;95;1;0;29.8;18.1;5.9;1.1;1.1;0.0;1.9;1.7;13.6;30.0;12.3;27;51;52.9;19;59;32.2;46;110;41.8;16;28;57.1;107.4;86.1;21.4;5.3;-1.4;3.9;2.9;0.9;0.6;1.4;0.3;64.3;9.2;2.2;5.8;0.6;10.2;2.0;0.0;26.9;52.4;50.5;9.6;4.7;14.5
Colin Schroeder;Baskets Juniors Oldenburg;A;4.7;Forward;2.4;Creator;2006;13;230.4;127;71;14;11;8;17;33;155;1;0;17.7;9.8;5.5;1.1;0.8;0.6;1.3;2.5;11.9;35.2;8.5;48;85;56.5;5;18;27.8;53;103;51.5;16;25;64.0;116.2;90.5;25.7;1.2;-2.2;-1.0;0.6;1.2;0.5;1.7;0.3;102.9;7.9;3.8;10.4;0.8;17.3;2.4;3.9;23.9;56.2;53.9;13.0;18.9;15.5
Gaston Nguyen Manh;Sartorius Juniors;B;1.5;Point;2.2;Creator;2008;11;295.0;127;18;38;12;0;23;19;119;0;0;26.8;11.5;1.6;3.5;1.1;0.0;2.1;1.7;10.8;23.8;8.3;21;38;55.3;22;55;40.0;43;93;46.2;19;22;86.4;121.1;92.7;28.3;6.7;-0.2;6.5;5.2;1.4;0.5;1.9;0.3;81.5;7.4;9.4;28.3;1.7;3.4;2.0;0.0;17.1;62.4;58.1;18.3;2.2;20.4
Marko Masic;Porsche BBA Ludwigsburg;A;2.9;Wing;3.4;Neutral;2005;12;297.9;126;47;26;18;5;25;41;117;0;0;24.8;10.5;3.9;2.2;1.5;0.4;2.1;3.4;9.8;20.6;5.0;31;58;53.4;17;62;27.4;48;120;40.0;13;21;61.9;99.9;90.3;9.6;0.9;-0.3;0.6;1.6;0.5;0.7;1.2;0.2;71.4;5.9;5.8;16.2;1.0;8.5;3.0;1.5;21.4;49.1;47.1;16.2;6.6;10.8
Joscha Eckert;Tornados Franken;B;1.0;Point;2.0;Pure Creator;2005;11;305.8;126;42;56;47;1;31;26;162;0;0;27.8;11.5;3.8;5.1;4.3;0.1;2.8;2.4;14.7;29.7;10.9;33;59;55.9;15;57;26.3;48;116;41.4;15;26;57.7;102.3;83.9;18.4;3.4;4.8;8.2;6.3;0.8;0.9;1.8;0.2;123.5;11.2;10.7;32.8;1.8;7.6;7.5;0.3;21.1;49.8;47.8;19.6;3.8;12.9
Johann Grau;Medipolis SC Jena;A;5.0;Big;3.5;Neutral;2007;13;273.8;126;96;18;10;5;19;27;153;2;0;21.1;9.7;7.4;1.4;0.8;0.4;1.5;2.1;11.8;28.4;7.3;52;97;53.6;0;2;0.0;52;99;52.5;22;58;37.9;106.2;92.9;13.3;1.7;-1.6;0.1;1.2;0.8;0.5;1.4;0.2;113.8;8.8;4.5;12.1;0.9;20.8;1.8;2.1;22.0;51.6;52.5;13.2;19.4;22.2
Ols Bauer;Rostock Seawolves;B;1.9;Combo;2.0;Pure Creator;2005;9;252.2;125;32;28;9;0;25;20;95;0;0;28.0;13.9;3.6;3.1;1.0;0.0;2.8;2.2;10.6;22.5;6.9;41;91;45.1;6;21;28.6;47;112;42.0;25;34;73.5;98.6;106.8;-8.1;-1.9;-0.7;-2.6;-0.4;0.6;-0.2;0.4;0.1;57.0;6.3;6.4;17.6;1.1;6.6;1.7;0.0;25.0;49.8;44.6;16.4;4.6;22.3
Joshua Kreilein;USC Heidelberg;B;2.2;Combo;2.5;Creator;2005;9;200.1;124;19;12;9;0;22;27;59;0;0;22.2;13.8;2.1;1.3;1.0;0.0;2.4;3.0;6.6;21.0;3.2;17;43;39.5;24;75;32.0;41;118;34.7;18;24;75.0;96.7;98.2;-1.5;-1.9;-2.2;-4.1;-1.0;0.5;0.1;0.6;0.1;28.0;3.1;3.1;7.8;0.5;4.8;2.1;0.0;30.1;48.6;44.9;14.6;3.5;15.3
Luca von Thun;Eisbären Bremerhaven;A;5.0;Big;3.0;Neutral;2005;12;288.1;123;100;6;5;29;30;40;159;1;0;24.0;10.3;8.3;0.5;0.4;2.4;2.5;3.3;13.3;22.8;7.5;54;110;49.1;0;0;0.0;54;110;49.1;15;33;45.5;87.3;100.2;-12.8;-5.6;0.2;-5.4;-2.1;-0.1;0.2;0.1;0.0;101.4;8.4;1.6;3.8;0.2;19.3;0.8;8.4;22.5;49.9;49.1;19.4;13.7;13.6
Tim Ludwig;Phoenix Hagen;B;1.6;Point;1.2;Pure Creator;2007;8;191.0;122;23;11;14;0;16;13;91;0;0;23.9;15.3;2.9;1.4;1.8;0.0;2.0;1.6;11.4;33.9;10.0;27;52;51.9;15;50;30.0;42;102;41.2;23;26;88.5;104.0;98.6;5.4;-0.5;0.2;-0.4;0.8;0.8;0.1;0.9;0.2;57.3;7.2;3.0;8.3;0.7;6.2;3.8;0.0;30.6;54.3;48.5;12.4;4.2;22.5
Noé Bom;Hamburg Towers;A;2.1;Combo;2.2;Creator;2006;10;281.8;122;49;29;27;1;33;17;107;1;0;28.2;12.2;4.9;2.9;2.7;0.1;3.3;1.7;10.7;23.5;9.6;32;71;45.1;13;46;28.3;45;117;38.5;19;35;54.3;88.1;85.9;2.2;2.9;1.6;4.5;3.9;-0.1;0.9;0.8;0.1;77.1;7.7;5.9;16.8;0.9;9.9;4.9;0.4;24.9;46.6;44.0;19.9;5.7;16.2
Valon Krasniqi;RheinStars Köln;B;1.0;Point;1.4;Pure Creator;2005;10;263.5;122;23;46;17;0;17;11;127;0;0;26.4;12.2;2.3;4.6;1.7;0.0;1.7;1.1;12.7;30.7;11.2;17;34;50.0;25;71;35.2;42;105;40.0;13;14;92.9;119.7;92.8;27.0;6.0;0.6;6.6;4.9;1.5;0.4;1.9;0.3;97.8;9.8;10.1;33.4;2.7;4.9;3.4;0.0;21.1;55.2;51.9;13.3;3.3;12.4
Leonhard Laar;Team Urspring;A;3.7;Forward;2.8;Creator;2006;11;250.3;122;46;12;5;3;17;31;116;0;0;22.8;11.1;4.2;1.1;0.5;0.3;1.5;2.8;10.5;25.5;7.0;38;60;63.3;10;38;26.3;48;98;49.0;16;21;76.2;114.0;94.9;19.2;1.6;-1.9;-0.3;0.9;1.0;0.4;1.4;0.2;68.4;6.2;3.4;9.4;0.7;11.3;1.0;1.5;21.5;57.3;54.1;13.7;10.6;16.3
Anton Nufer;Alba Berlin;A;2.2;Combo;2.5;Creator;2006;12;324.5;122;44;41;15;5;33;29;110;0;0;27.0;10.2;3.7;3.4;1.3;0.4;2.8;2.4;9.2;16.9;7.4;21;51;41.2;19;65;29.2;40;116;34.5;23;31;74.2;90.5;89.1;1.4;3.0;0.6;3.5;3.5;0.1;0.8;0.9;0.1;71.9;6.0;8.5;23.8;1.2;7.3;2.2;1.4;20.3;47.5;42.7;20.3;2.7;19.8
Igor Jokic;Baskets Juniors Oldenburg;A;2.1;Combo;1.0;Pure Creator;2005;7;141.3;119;21;11;16;0;16;14;101;0;0;20.2;17.0;3.0;1.6;2.3;0.0;2.3;2.0;14.4;46.6;12.1;26;51;51.0;15;32;46.9;41;83;49.4;22;30;73.3;119.1;90.3;28.8;1.6;-0.2;1.4;1.6;1.1;0.3;1.4;0.4;67.0;9.6;3.5;9.5;0.7;8.5;5.8;0.0;33.7;62.6;58.4;14.3;5.6;26.5
Aurel Bucur;Team Bonn/Rhöndorf;B;2.1;Combo;3.0;Neutral;2006;13;290.4;119;29;21;18;4;21;28;96;0;0;22.3;9.2;2.2;1.6;1.4;0.3;1.6;2.2;7.4;20.1;5.7;15;29;51.7;21;76;27.6;36;105;34.3;26;31;83.9;106.0;88.8;17.3;3.5;0.7;4.2;3.8;0.8;0.6;1.5;0.2;59.6;4.6;5.4;14.5;1.0;5.8;3.0;1.3;19.3;50.7;44.3;15.0;2.0;24.8
Marvin Eßer;Eintracht Frankfurt;B;4.7;Forward;3.6;Neutral;2005;13;344.8;118;95;12;18;11;29;33;167;1;0;26.5;9.1;7.3;0.9;1.4;0.8;2.2;2.5;12.8;24.2;9.2;51;90;56.7;0;1;0.0;51;91;56.0;16;34;47.1;103.1;81.5;21.7;4.5;-0.2;4.3;4.2;0.8;1.2;2.0;0.2;116.3;8.9;3.2;8.7;0.4;14.5;2.6;3.1;16.2;56.4;56.0;21.5;15.0;17.6
Mika Tangermann;Hamburg Towers;A;5.0;Big;1.8;Pure Creator;2005;10;244.3;118;87;7;7;7;18;26;183;3;0;24.4;11.8;8.7;0.7;0.7;0.7;1.8;2.6;18.3;37.5;16.4;45;58;77.6;1;3;33.3;46;61;75.4;25;35;71.4;132.5;87.2;45.3;5.0;-0.8;4.1;3.4;1.5;0.7;2.2;0.4;124.9;12.5;2.7;7.2;0.4;19.6;1.4;3.0;16.1;78.7;76.2;19.1;17.9;41.0
Finn Schwaiger;Medipolis SC Jena;A;1.7;Point;3.5;Neutral;2005;14;380.0;118;33;54;19;0;31;24;100;0;0;27.1;8.4;2.4;3.9;1.4;0.0;2.2;1.7;7.1;14.8;4.7;7;21;33.3;32;110;29.1;39;131;29.8;8;9;88.9;95.2;98.6;-3.4;3.1;0.1;3.3;3.7;0.3;0.4;0.7;0.1;73.4;5.2;10.0;30.5;1.7;5.1;2.5;0.0;18.4;43.8;42.0;18.7;2.7;6.1
Theophilus Badu Agyemang;HAKRO Merlins Crailsheim;B;4.1;Forward;1.4;Pure Creator;2005;10;267.2;117;78;24;25;5;50;29;127;3;0;26.7;11.7;7.8;2.4;2.5;0.5;5.0;2.9;12.7;21.0;10.2;47;99;47.5;3;10;30.0;50;109;45.9;14;27;51.9;75.4;88.2;-12.8;-4.6;0.4;-4.1;-1.3;-0.7;0.6;-0.1;0.0;79.6;8.0;5.0;13.6;0.5;16.4;4.6;2.1;28.7;48.8;47.2;29.3;12.2;12.8
Henning Gustrau;Metropol Baskets Ruhr;B;4.8;Big;1.8;Pure Creator;2005;8;175.3;117;70;19;7;2;11;21;159;3;0;21.9;14.6;8.8;2.4;0.9;0.3;1.4;2.6;19.9;44.2;14.4;49;74;66.2;0;9;0.0;49;83;59.0;19;30;63.3;128.9;92.5;36.4;3.8;-0.9;2.9;2.4;1.5;0.3;1.8;0.4;110.0;13.8;6.4;17.0;1.7;22.9;1.9;1.0;24.2;61.6;59.0;10.3;20.4;22.9
Miles David De Koning;Sartorius Juniors;B;1.8;Combo;3.0;Neutral;2005;9;241.3;116;30;31;12;0;21;15;92;0;0;26.8;12.9;3.3;3.4;1.3;0.0;2.3;1.7;10.2;22.6;7.3;27;66;40.9;10;40;25.0;37;106;34.9;32;39;82.1;104.4;90.9;13.5;3.5;-0.5;2.9;2.6;0.8;0.4;1.2;0.2;61.1;6.8;7.3;20.4;1.5;6.9;2.4;0.0;23.7;47.7;39.6;14.6;4.1;30.2
Mats Niggemann;UBC Münster;A;2.7;Wing;2.9;Creator;2005;10;266.3;115;56;18;17;1;20;17;122;0;0;26.6;11.5;5.6;1.8;1.7;0.1;2.0;1.7;12.2;24.6;9.3;39;67;58.2;8;40;20.0;47;107;43.9;13;18;72.2;100.1;97.0;3.1;0.6;0.5;1.0;1.7;0.5;0.3;0.8;0.1;80.8;8.1;4.8;12.9;0.9;12.1;3.1;0.3;21.0;50.4;47.7;14.8;5.3;12.1
Maxwell Revell;Eisbären Bremerhaven;A;3.8;Forward;2.6;Creator;2007;10;253.5;114;45;8;7;4;38;13;72;0;0;25.3;11.4;4.5;0.8;0.7;0.4;3.8;1.3;7.2;15.8;4.8;31;70;44.3;8;25;32.0;39;95;41.1;28;40;70.0;81.8;109.2;-27.4;-5.0;-1.8;-6.7;-2.7;-0.4;-0.2;-0.6;-0.1;40.0;4.0;2.1;5.2;0.2;10.0;1.3;1.3;25.7;51.4;45.3;25.2;7.6;29.5
Filip Nikolov;USC Heidelberg;B;1.7;Point;2.1;Creator;2006;10;270.5;114;28;23;16;0;41;26;90;0;0;27.0;11.4;2.8;2.3;1.6;0.0;4.1;2.6;9.0;18.3;5.7;34;68;50.0;6;14;42.9;40;82;48.8;28;36;77.8;93.6;96.7;-3.1;-0.5;0.0;-0.6;0.8;0.3;0.2;0.6;0.1;48.0;4.8;6.0;15.9;0.6;5.4;2.8;0.0;20.5;59.1;52.4;29.5;4.6;34.1
Dorian Grosber;Alba Berlin;A;2.9;Wing;1.9;Pure Creator;2006;11;268.9;114;71;40;20;6;26;29;148;1;0;24.4;10.4;6.5;3.6;1.8;0.5;2.4;2.6;13.5;26.0;11.6;32;68;47.1;8;29;27.6;40;97;41.2;26;46;56.5;98.0;77.9;20.1;3.4;2.1;5.5;4.3;0.4;1.2;1.6;0.2;106.8;9.7;9.2;26.2;1.5;14.1;3.5;2.1;21.2;49.4;45.4;18.1;6.6;26.8
Nevio Bennefeld;Alba Berlin;A;4.2;Forward;3.5;Neutral;2007;13;295.7;112;57;18;14;12;35;38;104;0;0;22.7;8.6;4.4;1.4;1.1;0.9;2.7;2.9;8.0;15.9;4.4;40;94;42.6;4;13;30.8;44;107;41.1;20;31;64.5;84.3;86.0;-1.7;-0.4;0.3;-0.1;1.1;-0.2;0.9;0.6;0.1;58.9;4.5;4.4;11.2;0.5;10.3;2.2;3.9;21.2;46.9;43.0;22.5;8.9;18.7
Namori Omog;Eintracht Frankfurt;B;2.0;Combo;2.1;Creator;2006;13;290.1;112;53;43;26;5;35;22;123;0;0;22.3;8.6;4.1;3.3;2.0;0.4;2.7;1.7;9.5;23.9;8.1;30;71;42.3;8;28;28.6;38;99;38.4;28;48;58.3;92.8;78.0;14.8;2.4;1.2;3.6;3.4;0.3;1.2;1.5;0.2;91.0;7.0;8.6;26.0;1.2;9.6;4.5;1.7;22.0;47.4;42.4;22.6;5.0;28.3
Damarae Osazuwa Simson;Eisbären Bremerhaven;A;2.3;Combo;2.7;Creator;2007;12;331.9;112;40;26;17;2;75;28;39;0;0;27.7;9.3;3.3;2.2;1.4;0.2;6.3;2.3;3.3;4.8;0.6;34;82;41.5;5;25;20.0;39;107;36.4;29;44;65.9;63.1;106.2;-43.2;-8.9;-1.3;-10.2;-5.5;-1.8;-0.1;-1.9;-0.2;3.0;0.3;4.8;12.5;0.3;6.7;2.4;0.5;25.5;44.9;38.8;37.2;2.5;27.1
Erik Neunhöffer;Team Südhessen;B;4.4;Forward;3.0;Neutral;2006;10;253.7;112;55;8;15;5;34;34;90;0;0;25.4;11.2;5.5;0.8;1.5;0.5;3.4;3.4;9.0;18.1;4.9;46;93;49.5;1;9;11.1;47;102;46.1;17;33;51.5;81.3;93.9;-12.6;-3.2;-0.5;-3.8;-1.1;-0.3;0.3;0.0;0.0;46.1;4.6;2.1;5.2;0.2;12.2;2.8;2.0;24.8;48.6;46.6;22.6;8.0;16.7
Gianluca Christos Pavlidis;Phoenix Hagen;B;3.0;Wing;1.9;Pure Creator;2006;7;218.5;111;35;6;8;3;16;24;105;1;0;31.2;15.9;5.0;0.9;1.1;0.4;2.3;3.4;15.0;28.6;11.3;35;63;55.6;4;12;33.3;39;75;52.0;29;35;82.9;114.4;105.7;8.8;1.1;0.6;1.7;1.8;1.1;-0.1;0.9;0.2;60.1;8.6;2.1;5.5;0.4;8.3;1.9;1.0;21.5;62.4;54.7;15.0;6.8;38.7
Darren Egbe;Hamburg Towers;A;1.5;Point;1.9;Pure Creator;2007;11;233.5;110;15;22;20;1;31;38;75;0;0;21.2;10.0;1.4;2.0;1.8;0.1;2.8;3.5;6.8;20.8;3.6;30;62;48.4;10;31;32.3;40;93;43.0;20;29;69.0;92.7;91.1;1.5;-1.4;0.1;-1.3;0.4;0.2;0.5;0.7;0.1;35.6;3.2;5.4;15.5;0.7;3.7;4.4;0.5;25.3;52.6;48.4;22.7;3.9;21.5
Dyami Janeck;Team Bonn/Rhöndorf;B;1.8;Combo;1.6;Pure Creator;2005;11;237.6;110;42;35;18;2;36;31;105;1;0;21.6;10.0;3.8;3.2;1.6;0.2;3.3;2.8;9.5;23.3;7.2;32;68;47.1;8;23;34.8;40;91;44.0;22;37;59.5;94.8;86.0;8.9;1.2;0.6;1.8;2.1;0.4;0.6;1.0;0.2;64.6;5.9;8.1;23.1;1.0;10.4;3.7;0.8;24.1;52.0;48.4;25.1;3.5;24.2
Johann Helwig;Baskets Juniors Oldenburg;A;3.0;Wing;3.6;Neutral;2006;14;364.5;108;50;21;31;13;26;43;130;0;0;26.0;7.7;3.6;1.5;2.2;0.9;1.9;3.1;9.3;19.5;5.4;13;34;38.2;21;59;35.6;34;93;36.6;19;27;70.4;102.7;88.9;13.8;4.4;2.1;6.6;6.0;0.6;0.9;1.5;0.2;89.6;6.4;5.5;15.4;0.8;7.7;4.3;4.0;15.1;52.0;47.8;19.9;7.9;20.4
