FormCurve-ID;Date;Season;League;Division;Season_Type;Team_long;Opponent_long;Team;Opponent;Home;PTS;OPP_PTS
18.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Young Rasta Dragons_Bayer Giants Leverkusen;18.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Young Rasta Dragons;Bayer Giants Leverkusen;Rasta Vechta;Leverkusen;0;89;92
18.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Bayer Giants Leverkusen_Young Rasta Dragons;18.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Bayer Giants Leverkusen;Young Rasta Dragons;Leverkusen;Rasta Vechta;1;92;89
19.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Würzburg Baskets Akademie_TG Hanau;19.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Würzburg Baskets Akademie;TG Hanau;Würzburg;TG Hanau;1;83;70
19.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_USC Heidelberg_Tornados Franken;19.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;USC Heidelberg;Tornados Franken;Heidelberg;Nürnberg;0;60;81
19.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_TS Jahn München_ratiopharm Ulm;19.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;TS Jahn München;ratiopharm Ulm;Jahn München;ratiopharm Ulm;0;77;92
19.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Tornados Franken_USC Heidelberg;19.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Tornados Franken;USC Heidelberg;Nürnberg;Heidelberg;1;81;60
19.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_TG Hanau_Würzburg Baskets Akademie;19.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;TG Hanau;Würzburg Baskets Akademie;TG Hanau;Würzburg;0;70;83
19.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Team Südhessen_Eintracht Frankfurt;19.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Team Südhessen;Eintracht Frankfurt;Südhessen;Frankfurt;0;58;84
19.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Team Bonn/Rhöndorf_ART Giants Düsseldorf;19.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Team Bonn/Rhöndorf;ART Giants Düsseldorf;Bonn-Rhöndorf;Düsseldorf;0;98;44
19.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_SG Junior Löwen Braunschweig_Dresden Titans;19.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;SG Junior Löwen Braunschweig;Dresden Titans;Braunschweig;Dresden;1;85;56
19.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Sartorius Juniors_Basketball Löwen Erfurt;19.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Sartorius Juniors;Basketball Löwen Erfurt;Göttingen;Löwen Erfurt;1;114;79
19.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Rostock Seawolves_Berlin Braves Baskets;19.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Rostock Seawolves;Berlin Braves Baskets;Rostock;Braves Berlin;1;84;102
19.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_RheinStars Köln_BBA Hagen;19.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;RheinStars Köln;BBA Hagen;RS Köln;BBA Hagen;1;81;62
19.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_ratiopharm Ulm_TS Jahn München;19.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;ratiopharm Ulm;TS Jahn München;ratiopharm Ulm;Jahn München;1;92;77
19.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Phoenix Hagen_Metropol Baskets Ruhr;19.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Phoenix Hagen;Metropol Baskets Ruhr;Phoenix Hagen;Metropol Ruhr;0;77;92
19.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Metropol Baskets Ruhr_Phoenix Hagen;19.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Metropol Baskets Ruhr;Phoenix Hagen;Metropol Ruhr;Phoenix Hagen;1;92;77
19.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_HAKRO Merlins Crailsheim_BBA Giants Kornwestheim;19.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;HAKRO Merlins Crailsheim;BBA Giants Kornwestheim;Crailsheim;Kornwestheim;0;42;91
19.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Eintracht Frankfurt_Team Südhessen;19.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Eintracht Frankfurt;Team Südhessen;Frankfurt;Südhessen;1;84;58
19.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Dresden Titans_SG Junior Löwen Braunschweig;19.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Dresden Titans;SG Junior Löwen Braunschweig;Dresden;Braunschweig;0;56;85
19.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Berlin Braves Baskets_Rostock Seawolves;19.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Berlin Braves Baskets;Rostock Seawolves;Braves Berlin;Rostock;0;102;84
19.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_BBA Hagen_RheinStars Köln;19.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;BBA Hagen;RheinStars Köln;BBA Hagen;RS Köln;0;62;81
19.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_BBA Giants Kornwestheim_HAKRO Merlins Crailsheim;19.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;BBA Giants Kornwestheim;HAKRO Merlins Crailsheim;Kornwestheim;Crailsheim;1;91;42
19.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Basketball Löwen Erfurt_Sartorius Juniors;19.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Basketball Löwen Erfurt;Sartorius Juniors;Löwen Erfurt;Göttingen;0;79;114
19.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_ART Giants Düsseldorf_Team Bonn/Rhöndorf;19.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;ART Giants Düsseldorf;Team Bonn/Rhöndorf;Düsseldorf;Bonn-Rhöndorf;1;44;98
19.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_UBC Münster_Hamburg Towers;19.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;UBC Münster;Hamburg Towers;Münster;Hamburg;0;82;77
19.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_ROTH Energie BBA GIESSEN 46ers_Porsche BBA Ludwigsburg;19.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;ROTH Energie BBA GIESSEN 46ers;Porsche BBA Ludwigsburg;Giessen;Ludwigsburg;0;60;108
19.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Porsche BBA Ludwigsburg_ROTH Energie BBA GIESSEN 46ers;19.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Porsche BBA Ludwigsburg;ROTH Energie BBA GIESSEN 46ers;Ludwigsburg;Giessen;1;108;60
19.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Niners Chemnitz Academy_Medipolis SC Jena;19.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Niners Chemnitz Academy;Medipolis SC Jena;Chemnitz;SC Jena;0;64;96
19.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Medipolis SC Jena_Niners Chemnitz Academy;19.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Medipolis SC Jena;Niners Chemnitz Academy;SC Jena;Chemnitz;1;96;64
19.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Hamburg Towers_UBC Münster;19.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Hamburg Towers;UBC Münster;Hamburg;Münster;1;77;82
19.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_FC Bayern München_Bamberg freakcity academy;19.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;FC Bayern München;Bamberg freakcity academy;FC Bayern;Bamberg;1;92;90
19.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Eisbären Bremerhaven_Baskets Juniors Oldenburg;19.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Eisbären Bremerhaven;Baskets Juniors Oldenburg;Bremerhaven;Oldenburg;0;65;88
19.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Baskets Paderborn_Alba Berlin;19.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Baskets Paderborn;Alba Berlin;Paderborn;Alba Berlin;1;88;74
19.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Baskets Juniors Oldenburg_Eisbären Bremerhaven;19.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Baskets Juniors Oldenburg;Eisbären Bremerhaven;Oldenburg;Bremerhaven;1;88;65
19.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Bamberg freakcity academy_FC Bayern München;19.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Bamberg freakcity academy;FC Bayern München;Bamberg;FC Bayern;0;90;92
19.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Alba Berlin_Baskets Paderborn;19.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Alba Berlin;Baskets Paderborn;Alba Berlin;Paderborn;0;74;88
25.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Rostock Seawolves_Basketball Löwen Erfurt;25.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Rostock Seawolves;Basketball Löwen Erfurt;Rostock;Löwen Erfurt;0;99;95
25.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_RheinStars Köln_Metropol Baskets Ruhr;25.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;RheinStars Köln;Metropol Baskets Ruhr;RS Köln;Metropol Ruhr;1;77;67
25.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Metropol Baskets Ruhr_RheinStars Köln;25.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Metropol Baskets Ruhr;RheinStars Köln;Metropol Ruhr;RS Köln;0;67;77
25.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Basketball Löwen Erfurt_Rostock Seawolves;25.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Basketball Löwen Erfurt;Rostock Seawolves;Löwen Erfurt;Rostock;1;95;99
26.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Würzburg Baskets Akademie_USC Heidelberg;26.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Würzburg Baskets Akademie;USC Heidelberg;Würzburg;Heidelberg;0;101;91
26.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_VfL Kirchheim Knights_HAKRO Merlins Crailsheim;26.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;VfL Kirchheim Knights;HAKRO Merlins Crailsheim;Kirchheim;Crailsheim;1;73;55
26.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_USC Heidelberg_Würzburg Baskets Akademie;26.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;USC Heidelberg;Würzburg Baskets Akademie;Heidelberg;Würzburg;1;91;101
26.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_TS Jahn München_BBA Giants Kornwestheim;26.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;TS Jahn München;BBA Giants Kornwestheim;Jahn München;Kornwestheim;1;70;62
26.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Tornados Franken_Team Südhessen;26.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Tornados Franken;Team Südhessen;Nürnberg;Südhessen;0;68;92
26.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_TG Hanau_Eintracht Frankfurt;26.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;TG Hanau;Eintracht Frankfurt;TG Hanau;Frankfurt;1;58;96
26.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Team Südhessen_Tornados Franken;26.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Team Südhessen;Tornados Franken;Südhessen;Nürnberg;1;92;68
26.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_SG Junior Löwen Braunschweig_Berlin Braves Baskets;26.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;SG Junior Löwen Braunschweig;Berlin Braves Baskets;Braunschweig;Braves Berlin;0;66;83
26.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Sartorius Juniors_Dresden Titans;26.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Sartorius Juniors;Dresden Titans;Göttingen;Dresden;0;92;67
26.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_HAKRO Merlins Crailsheim_VfL Kirchheim Knights;26.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;HAKRO Merlins Crailsheim;VfL Kirchheim Knights;Crailsheim;Kirchheim;0;55;73
26.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Eintracht Frankfurt_TG Hanau;26.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Eintracht Frankfurt;TG Hanau;Frankfurt;TG Hanau;0;96;58
26.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Dresden Titans_Sartorius Juniors;26.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Dresden Titans;Sartorius Juniors;Dresden;Göttingen;1;67;92
26.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Berlin Braves Baskets_SG Junior Löwen Braunschweig;26.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Berlin Braves Baskets;SG Junior Löwen Braunschweig;Braves Berlin;Braunschweig;1;83;66
26.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_BBA Giants Kornwestheim_TS Jahn München;26.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;BBA Giants Kornwestheim;TS Jahn München;Kornwestheim;Jahn München;0;62;70
26.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Young Rasta Dragons_Baskets Paderborn;26.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Young Rasta Dragons;Baskets Paderborn;Rasta Vechta;Paderborn;1;74;51
26.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Team Urspring_FC Bayern München;26.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Team Urspring;FC Bayern München;Urspring;FC Bayern;0;72;58
26.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_ROTH Energie BBA GIESSEN 46ers_Medipolis SC Jena;26.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;ROTH Energie BBA GIESSEN 46ers;Medipolis SC Jena;Giessen;SC Jena;1;97;92
26.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Niners Chemnitz Academy_Bamberg freakcity academy;26.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Niners Chemnitz Academy;Bamberg freakcity academy;Chemnitz;Bamberg;1;105;67
26.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Medipolis SC Jena_ROTH Energie BBA GIESSEN 46ers;26.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Medipolis SC Jena;ROTH Energie BBA GIESSEN 46ers;SC Jena;Giessen;0;92;97
26.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Hamburg Towers_Eisbären Bremerhaven;26.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Hamburg Towers;Eisbären Bremerhaven;Hamburg;Bremerhaven;0;72;64
26.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_FC Bayern München_Team Urspring;26.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;FC Bayern München;Team Urspring;FC Bayern;Urspring;1;58;72
26.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Eisbären Bremerhaven_Hamburg Towers;26.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Eisbären Bremerhaven;Hamburg Towers;Bremerhaven;Hamburg;1;64;72
26.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Baskets Paderborn_Young Rasta Dragons;26.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Baskets Paderborn;Young Rasta Dragons;Paderborn;Rasta Vechta;0;51;74
26.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Baskets Juniors Oldenburg_Alba Berlin;26.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Baskets Juniors Oldenburg;Alba Berlin;Oldenburg;Alba Berlin;0;61;56
26.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Bamberg freakcity academy_Niners Chemnitz Academy;26.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Bamberg freakcity academy;Niners Chemnitz Academy;Bamberg;Chemnitz;0;67;105
26.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Alba Berlin_Baskets Juniors Oldenburg;26.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Alba Berlin;Baskets Juniors Oldenburg;Alba Berlin;Oldenburg;1;56;61
03.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Würzburg Baskets Akademie_Tornados Franken;03.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Würzburg Baskets Akademie;Tornados Franken;Würzburg;Nürnberg;0;82;92
03.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Tornados Franken_Würzburg Baskets Akademie;03.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Tornados Franken;Würzburg Baskets Akademie;Nürnberg;Würzburg;1;92;82
09.12.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Hamburg Towers_Bayer Giants Leverkusen;09.12.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Hamburg Towers;Bayer Giants Leverkusen;Hamburg;Leverkusen;0;72;75
09.12.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Bayer Giants Leverkusen_Hamburg Towers;09.12.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Bayer Giants Leverkusen;Hamburg Towers;Leverkusen;Hamburg;1;75;72
10.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Würzburg Baskets Akademie_Team Südhessen;10.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Würzburg Baskets Akademie;Team Südhessen;Würzburg;Südhessen;1;92;80
10.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_VfL Kirchheim Knights_TS Jahn München;10.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;VfL Kirchheim Knights;TS Jahn München;Kirchheim;Jahn München;1;85;67
10.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_USC Heidelberg_TG Hanau;10.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;USC Heidelberg;TG Hanau;Heidelberg;TG Hanau;1;95;64
10.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_TS Jahn München_VfL Kirchheim Knights;10.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;TS Jahn München;VfL Kirchheim Knights;Jahn München;Kirchheim;0;67;85
10.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Tornados Franken_Eintracht Frankfurt;10.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Tornados Franken;Eintracht Frankfurt;Nürnberg;Frankfurt;1;91;83
10.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_TG Hanau_USC Heidelberg;10.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;TG Hanau;USC Heidelberg;TG Hanau;Heidelberg;0;64;95
10.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Team Südhessen_Würzburg Baskets Akademie;10.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Team Südhessen;Würzburg Baskets Akademie;Südhessen;Würzburg;0;80;92
10.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Team Bonn/Rhöndorf_Metropol Baskets Ruhr;10.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Team Bonn/Rhöndorf;Metropol Baskets Ruhr;Bonn-Rhöndorf;Metropol Ruhr;0;87;83
10.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_SG Junior Löwen Braunschweig_Basketball Löwen Erfurt;10.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;SG Junior Löwen Braunschweig;Basketball Löwen Erfurt;Braunschweig;Löwen Erfurt;1;83;70
10.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Sartorius Juniors_Rostock Seawolves;10.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Sartorius Juniors;Rostock Seawolves;Göttingen;Rostock;0;112;77
10.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Rostock Seawolves_Sartorius Juniors;10.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Rostock Seawolves;Sartorius Juniors;Rostock;Göttingen;1;77;112
10.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_RheinStars Köln_ART Giants Düsseldorf;10.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;RheinStars Köln;ART Giants Düsseldorf;RS Köln;Düsseldorf;0;71;65
10.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_ratiopharm Ulm_BBA Giants Kornwestheim;10.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;ratiopharm Ulm;BBA Giants Kornwestheim;ratiopharm Ulm;Kornwestheim;1;100;52
10.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Phoenix Hagen_BBA Hagen;10.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Phoenix Hagen;BBA Hagen;Phoenix Hagen;BBA Hagen;1;71;65
10.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Orange Academy_HAKRO Merlins Crailsheim;10.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Orange Academy;HAKRO Merlins Crailsheim;Orange;Crailsheim;0;64;54
10.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Metropol Baskets Ruhr_Team Bonn/Rhöndorf;10.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Metropol Baskets Ruhr;Team Bonn/Rhöndorf;Metropol Ruhr;Bonn-Rhöndorf;1;83;87
10.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_HAKRO Merlins Crailsheim_Orange Academy;10.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;HAKRO Merlins Crailsheim;Orange Academy;Crailsheim;Orange;1;54;64
10.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Eintracht Frankfurt_Tornados Franken;10.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Eintracht Frankfurt;Tornados Franken;Frankfurt;Nürnberg;0;83;91
10.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Dresden Titans_Berlin Braves Baskets;10.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Dresden Titans;Berlin Braves Baskets;Dresden;Braves Berlin;0;53;73
10.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Berlin Braves Baskets_Dresden Titans;10.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Berlin Braves Baskets;Dresden Titans;Braves Berlin;Dresden;1;73;53
10.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_BBA Hagen_Phoenix Hagen;10.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;BBA Hagen;Phoenix Hagen;BBA Hagen;Phoenix Hagen;0;65;71
10.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_BBA Giants Kornwestheim_ratiopharm Ulm;10.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;BBA Giants Kornwestheim;ratiopharm Ulm;Kornwestheim;ratiopharm Ulm;0;52;100
10.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Basketball Löwen Erfurt_SG Junior Löwen Braunschweig;10.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Basketball Löwen Erfurt;SG Junior Löwen Braunschweig;Löwen Erfurt;Braunschweig;0;70;83
10.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_ART Giants Düsseldorf_RheinStars Köln;10.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;ART Giants Düsseldorf;RheinStars Köln;Düsseldorf;RS Köln;1;65;71
10.12.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Young Rasta Dragons_Alba Berlin;10.12.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Young Rasta Dragons;Alba Berlin;Rasta Vechta;Alba Berlin;0;64;61
10.12.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Team Urspring_Niners Chemnitz Academy;10.12.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Team Urspring;Niners Chemnitz Academy;Urspring;Chemnitz;0;71;72
10.12.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_ROTH Energie BBA GIESSEN 46ers_Bamberg freakcity academy;10.12.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;ROTH Energie BBA GIESSEN 46ers;Bamberg freakcity academy;Giessen;Bamberg;0;75;82
10.12.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Porsche BBA Ludwigsburg_FC Bayern München;10.12.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Porsche BBA Ludwigsburg;FC Bayern München;Ludwigsburg;FC Bayern;0;93;87
10.12.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Niners Chemnitz Academy_Team Urspring;10.12.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Niners Chemnitz Academy;Team Urspring;Chemnitz;Urspring;1;72;71
10.12.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Medipolis SC Jena_KICKZ IBAM;10.12.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Medipolis SC Jena;KICKZ IBAM;SC Jena;IBAM;1;90;68
10.12.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_KICKZ IBAM_Medipolis SC Jena;10.12.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;KICKZ IBAM;Medipolis SC Jena;IBAM;SC Jena;0;68;90
10.12.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_FC Bayern München_Porsche BBA Ludwigsburg;10.12.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;FC Bayern München;Porsche BBA Ludwigsburg;FC Bayern;Ludwigsburg;1;87;93
10.12.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Baskets Paderborn_Baskets Juniors Oldenburg;10.12.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Baskets Paderborn;Baskets Juniors Oldenburg;Paderborn;Oldenburg;0;55;72
10.12.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Baskets Juniors Oldenburg_Baskets Paderborn;10.12.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Baskets Juniors Oldenburg;Baskets Paderborn;Oldenburg;Paderborn;1;72;55
