PLAYER;TEAM;DIV;EST POS;POS;EST ROLE;ROLE;BORN;GP;MP;PT;RB;AS;ST;BS;TO;PF;EF;DD;TD;MP;PT;RB;AS;ST;BS;TO;PF;EF;PER;PIE;2PM;2PA;2P%;3PM;3PA;3P%;FGM;FGA;FG%;FTM;FTA;FT%;ORTG;DRTG;NRTG;OBPM;DBPM;BPM;VORP;OWS;DWS;WS;WS/40;FIC;FIC/Gm;AS RATIO;AS RATE;AS/TO;REB%;ST%;BS%;USAGE;TS%;EFG%;TOV%;ORB%;FT-RATE
Colin Hartig;Niners Chemnitz Academy;A;2.9;Wing;4.1;Receiver;2005;2;30.3;4;2;0;1;0;0;2;5;0;0;15.1;2.0;1.0;0.0;0.5;0.0;0.0;1.0;2.5;7.2;1.1;2;3;66.7;0;1;0.0;2;4;50.0;0;0;0.0;102.1;126.7;-24.6;-4.3;0.3;-4.0;-0.2;0.0;-0.1;-0.1;-0.1;2.5;1.3;0.0;0.0;0.0;3.7;1.7;0.0;6.3;50.0;50.0;0.0;0.0;0.0
Dominic Mack;Porsche BBA Ludwigsburg;A;4.4;Forward;3.7;Neutral;2007;1;4.0;4;2;0;1;0;0;3;3;0;0;4.0;4.0;2.0;0.0;1.0;0.0;0.0;3.0;3.0;47.7;-0.4;0;2;0.0;0;0;0.0;0;2;0.0;4;6;66.7;113.4;69.0;44.4;-5.2;-0.1;-5.3;-0.4;0.0;0.0;0.1;0.6;1.5;1.5;0.0;0.0;0.0;30.6;12.7;0.0;50.4;45.5;0.0;0.0;32.5;200.0
Gunnar Wanninger;KICKZ IBAM;A;4.2;Forward;4.0;Receiver;2006;3;18.4;4;3;0;0;0;2;3;3;0;0;6.1;1.3;1.0;0.0;0.0;0.0;0.7;1.0;1.0;4.8;-0.4;2;4;50.0;0;0;0.0;2;4;50.0;0;0;0.0;80.1;116.4;-36.3;-4.8;-0.4;-5.2;-0.6;0.0;0.0;-0.1;-0.1;0.3;0.1;0.0;0.0;0.0;9.4;0.0;0.0;15.0;50.0;50.0;33.3;12.2;0.0
Leonard Dertmann;UBC Münster;A;4.8;Big;3.7;Neutral;2007;3;27.5;4;7;1;0;1;4;2;8;0;0;9.2;1.3;2.3;0.3;0.0;0.3;1.3;0.7;2.7;6.6;1.7;2;2;100.0;0;0;0.0;2;2;100.0;0;1;0.0;60.5;98.3;-37.8;-4.4;0.0;-4.5;-0.4;-0.1;0.0;0.0;-0.1;4.9;1.6;5.5;15.0;0.3;14.1;0.0;3.0;9.7;83.3;100.0;62.1;8.2;0.0
Jan Dübener;Bayer Giants Leverkusen;A;1.8;Combo;4.2;Receiver;2007;1;15.0;4;1;0;1;0;3;3;-1;0;0;15.0;4.0;1.0;0.0;1.0;0.0;3.0;3.0;-1.0;-6.6;-6.1;2;5;40.0;0;1;0.0;2;6;33.3;0;0;0.0;45.2;104.1;-58.9;-5.0;-0.2;-5.2;-0.6;-0.1;0.0;-0.1;-0.4;-3.3;-3.3;0.0;0.0;0.0;4.3;3.5;0.0;27.8;33.3;33.3;33.3;0.0;0.0
Luca May;Medipolis SC Jena;A;3.3;Forward;4.9;Receiver;2006;3;42.7;4;4;0;0;0;3;3;-2;0;0;14.2;1.3;1.3;0.0;0.0;0.0;1.0;1.0;-0.7;-5.6;-1.7;1;3;33.3;0;5;0.0;1;8;12.5;2;2;100.0;38.3;108.1;-69.8;-4.6;-0.4;-5.0;-1.0;-0.2;0.0;-0.2;-0.2;-4.3;-1.4;0.0;0.0;0.0;6.2;0.0;0.0;12.9;22.7;12.5;25.2;0.0;25.0
Tim Rothämel;Medipolis SC Jena;A;1.0;Point;3.0;Neutral;2006;1;3.0;3;0;0;1;0;0;0;4;0;0;3.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;82.0;3.8;0;0;0.0;1;1;100.0;1;1;100.0;0;0;0.0;300.0;82.3;217.7;-4.4;0.3;-4.1;0.2;0.0;0.0;0.0;0.2;3.3;3.3;0.0;0.0;0.0;0.0;17.2;0.0;14.6;150.0;150.0;0.0;0.0;0.0
Dominik Dolic;FC Bayern München;A;2.5;Combo;4.0;Neutral;2006;1;15.9;3;2;1;0;0;2;2;0;0;0;15.9;3.0;2.0;1.0;0.0;0.0;2.0;2.0;0.0;-3.8;-2.3;0;1;0.0;1;4;25.0;1;5;20.0;0;0;0.0;52.6;109.0;-56.4;-4.2;-0.4;-4.6;-0.3;-0.1;0.0;-0.1;-0.3;-1.3;-1.3;4.7;13.9;0.5;5.7;0.0;0.0;18.2;30.0;30.0;28.6;0.0;0.0
Finn Stuhlmeyer;Baskets Juniors Oldenburg;A;5.0;Big;4.0;Receiver;2007;3;7.5;3;4;0;0;0;1;3;3;0;0;2.5;1.0;1.3;0.0;0.0;0.0;0.3;1.0;1.0;11.6;-0.4;1;3;33.3;0;0;0.0;1;3;33.3;1;2;50.0;86.9;103.0;-16.1;-5.1;-0.5;-5.6;-0.6;0.0;0.0;0.0;0.0;1.0;0.3;0.0;0.0;0.0;36.0;0.0;0.0;30.4;39.5;33.3;20.5;36.0;33.3
Gregor Gewinner;Baskets Juniors Oldenburg;A;1.6;Point;3.5;Neutral;2007;2;3.4;3;1;0;1;0;1;1;3;0;0;1.7;1.5;0.5;0.0;0.5;0.0;0.5;0.5;1.5;48.7;1.8;0;1;0.0;1;1;100.0;1;2;50.0;0;0;0.0;83.7;59.1;24.6;-4.7;0.1;-4.7;0.0;0.0;0.0;0.0;0.2;2.0;1.0;0.0;0.0;0.0;19.3;14.9;0.0;38.6;75.0;75.0;33.3;43.2;0.0
Max Riedel;Alba Berlin;A;1.0;Point;3.8;Neutral;2006;2;5.7;2;0;0;2;0;1;0;2;0;0;2.8;1.0;0.0;0.0;1.0;0.0;0.5;0.0;1.0;22.3;0.9;1;2;50.0;0;0;0.0;1;2;50.0;0;0;0.0;62.3;63.6;-1.3;-4.7;0.5;-4.2;0.1;0.0;0.0;0.0;0.1;1.5;0.8;0.0;0.0;0.0;0.0;17.0;0.0;22.0;50.0;50.0;33.3;0.0;0.0
Jamie Camron Edoka;Eintracht Frankfurt;B;1.5;Point;3.4;Neutral;2008;1;24.8;2;3;3;1;0;1;3;2;0;0;24.8;2.0;3.0;3.0;1.0;0.0;1.0;3.0;2.0;3.3;-1.8;1;3;33.3;0;2;0.0;1;5;20.0;0;2;0.0;60.5;109.9;-49.4;-4.5;0.1;-4.4;-0.4;-0.1;0.0;-0.1;-0.2;1.5;1.5;11.1;39.7;3.0;7.4;2.2;0.0;12.4;17.2;20.0;14.5;4.2;0.0
Frederik Selzer;Bayer Giants Leverkusen;A;5.0;Big;3.6;Neutral;2006;1;4.5;2;3;0;0;0;1;2;4;0;0;4.5;2.0;3.0;0.0;0.0;0.0;1.0;2.0;4.0;17.3;2.4;1;1;100.0;0;0;0.0;1;1;100.0;0;0;0.0;81.2;61.7;19.4;-4.9;0.0;-4.9;-0.2;0.0;0.0;0.0;0.2;1.5;1.5;0.0;0.0;0.0;37.2;0.0;0.0;17.9;100.0;100.0;49.9;0.0;0.0
Alexios Kyriakidis;Medipolis SC Jena;A;3.4;Forward;3.6;Neutral;2006;2;6.8;2;0;0;0;0;1;2;0;0;0;3.4;1.0;0.0;0.0;0.0;0.0;0.5;1.0;0.0;-3.2;-1.0;0;1;0.0;0;0;0.0;0;1;0.0;2;2;100.0;76.4;114.1;-37.6;-5.1;-0.2;-5.3;-0.4;0.0;0.0;0.0;-0.1;-1.5;-0.8;0.0;0.0;0.0;0.0;0.0;0.0;19.1;55.6;0.0;34.7;0.0;200.0
Till Galler;Team Urspring;A;1.0;Point;3.0;Creator;2007;3;13.6;2;0;3;1;0;1;6;5;0;0;4.5;0.7;0.0;1.0;0.3;0.0;0.3;2.0;1.7;11.1;-0.3;1;1;100.0;0;0;0.0;1;1;100.0;0;0;0.0;132.6;97.4;35.3;-4.7;0.3;-4.4;-0.1;0.0;0.0;0.1;0.2;1.3;0.4;22.5;115.4;3.0;0.0;3.9;0.0;7.0;100.0;100.0;50.0;0.0;0.0
Gido Nanninga;Baskets Juniors Oldenburg;A;5.0;Big;3.4;Neutral;2006;4;8.1;2;5;1;0;0;1;2;7;0;0;2.0;0.5;1.3;0.3;0.0;0.0;0.3;0.5;1.8;24.0;1.6;1;1;100.0;0;0;0.0;1;1;100.0;0;0;0.0;113.7;79.3;34.4;-4.4;0.1;-4.4;0.0;0.0;0.0;0.1;0.3;4.3;1.1;12.7;45.5;1.0;43.1;0.0;0.0;11.4;100.0;100.0;50.0;18.3;0.0
Danylo Kolesnichenko;Baskets Paderborn;A;4.1;Forward;4.2;Receiver;2007;3;16.6;2;4;1;1;1;4;0;1;0;0;5.5;0.7;1.3;0.3;0.3;0.3;1.3;0.0;0.3;-2.8;0.0;1;5;20.0;0;0;0.0;1;5;20.0;0;0;0.0;32.5;90.3;-57.8;-5.1;-0.2;-5.3;-0.6;-0.2;0.0;-0.1;-0.4;0.5;0.2;4.3;10.9;0.3;13.2;2.8;5.4;23.1;20.0;20.0;44.4;6.1;0.0
Namik Muratovic;FC Bayern München;A;5.0;Big;3.9;Neutral;2008;2;8.3;2;3;0;0;1;5;3;-1;0;0;4.1;1.0;1.5;0.0;0.0;0.5;2.5;1.5;-0.5;-25.5;-2.7;1;3;33.3;0;0;0.0;1;3;33.3;0;0;0.0;30.3;89.3;-59.0;-6.0;-0.2;-6.2;-0.9;-0.2;0.0;-0.2;-0.8;-3.3;-1.6;0.0;0.0;0.0;20.3;0.0;13.8;40.6;33.3;33.3;62.3;15.4;0.0
Lazar Klaric;Baskets Juniors Oldenburg;A;2.9;Wing;4.7;Receiver;2006;5;54.5;2;6;6;2;2;7;12;0;0;0;10.9;0.4;1.2;1.2;0.4;0.4;1.4;2.4;0.0;-6.0;-4.3;0;4;0.0;0;5;0.0;0;9;0.0;2;4;50.0;34.4;88.4;-53.9;-4.5;0.4;-4.1;-0.5;-0.4;0.1;-0.2;-0.2;-4.5;-0.9;10.0;31.4;0.9;6.4;1.9;4.6;14.1;9.4;0.0;39.4;2.3;22.2
Paul Luis Schwabe;Young Rasta Dragons;A;3.6;Forward;3.8;Neutral;2005;1;8.5;2;1;0;0;0;0;1;3;0;0;8.5;2.0;1.0;0.0;0.0;0.0;0.0;1.0;3.0;15.8;1.5;1;1;100.0;0;0;0.0;1;1;100.0;0;0;0.0;204.8;114.7;90.2;-4.0;-0.2;-4.2;0.1;0.0;0.0;0.0;0.1;1.8;1.8;0.0;0.0;0.0;6.4;0.0;0.0;4.6;100.0;100.0;0.0;11.0;0.0
Jordan Knacke;KICKZ IBAM;A;3.5;Forward;4.4;Receiver;2007;1;17.7;2;3;0;1;0;0;1;3;0;0;17.7;2.0;3.0;0.0;1.0;0.0;0.0;1.0;3.0;8.2;1.8;1;1;100.0;0;3;0.0;1;4;25.0;0;0;0.0;78.0;90.4;-12.4;-3.8;0.1;-3.7;0.1;0.0;0.0;0.0;0.1;2.0;2.0;0.0;0.0;0.0;11.7;3.3;0.0;11.1;25.0;25.0;0.0;7.8;0.0
Finn Paris;Baskets Paderborn;A;1.4;Point;3.6;Neutral;2006;3;19.5;2;0;2;0;0;4;4;-1;0;0;6.5;0.7;0.0;0.7;0.0;0.0;1.3;1.3;-0.3;-7.8;-1.7;1;2;50.0;0;0;0.0;1;2;50.0;0;0;0.0;43.3;105.1;-61.8;-5.3;-0.6;-5.9;-1.0;-0.1;0.0;-0.1;-0.2;-3.5;-1.2;10.7;31.3;0.5;0.0;0.0;0.0;13.2;50.0;50.0;66.6;0.0;0.0
Daniel Obehi Mack;Porsche BBA Ludwigsburg;A;5.0;Big;3.6;Neutral;2005;3;4.4;2;1;0;0;1;0;0;4;0;0;1.5;0.7;0.3;0.0;0.0;0.3;0.0;0.0;1.3;42.4;0.9;1;1;100.0;0;0;0.0;1;1;100.0;0;0;0.0;208.7;94.1;114.6;-4.4;0.0;-4.4;0.1;0.0;0.0;0.0;0.4;3.3;1.1;0.0;0.0;0.0;13.0;0.0;22.0;9.7;100.0;100.0;0.0;26.7;0.0
Moritz Renner;KICKZ IBAM;A;3.0;Wing;3.9;Neutral;2007;1;2.9;2;2;0;1;0;0;0;3;0;0;2.9;2.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0;69.7;3.2;1;2;50.0;0;1;0.0;1;3;33.3;0;0;0.0;92.2;85.8;6.4;-4.5;0.0;-4.6;0.0;0.0;0.0;0.0;0.2;2.8;2.8;0.0;0.0;0.0;40.4;18.8;0.0;51.8;33.3;33.3;0.0;71.6;0.0
Rephael Edward;Eintracht Frankfurt;B;5.0;Big;3.6;Neutral;2007;2;11.4;2;5;0;0;1;1;2;6;0;0;5.7;1.0;2.5;0.0;0.0;0.5;0.5;1.0;3.0;18.6;1.2;1;2;50.0;0;0;0.0;1;2;50.0;0;0;0.0;97.0;111.3;-14.3;-4.6;-0.2;-4.9;-0.3;0.0;0.0;0.0;0.0;4.0;2.0;0.0;0.0;0.0;28.4;0.0;9.1;12.6;50.0;50.0;33.3;31.3;0.0
Daniel Biel;Medipolis SC Jena;A;5.0;Big;4.2;Receiver;2007;3;22.9;2;8;4;1;1;5;1;4;0;0;7.6;0.7;2.7;1.3;0.3;0.3;1.7;0.3;1.3;-1.9;0.7;1;4;25.0;0;4;0.0;1;8;12.5;0;0;0.0;37.3;92.8;-55.4;-5.0;0.5;-4.6;-0.4;-0.3;0.0;-0.2;-0.4;2.8;0.9;8.8;29.0;0.8;23.3;2.3;5.5;26.6;12.5;12.5;38.4;6.2;0.0
Tobias Neubert;Tornados Franken;B;1.5;Point;4.3;Receiver;2006;3;19.8;1;0;1;1;0;3;2;-5;0;0;6.6;0.3;0.0;0.3;0.3;0.0;1.0;0.7;-1.7;-10.1;-2.3;0;1;0.0;0;1;0.0;0;2;0.0;1;4;25.0;23.2;106.1;-82.9;-5.1;-0.2;-5.3;-0.7;-0.2;0.0;-0.2;-0.3;-4.0;-1.3;5.3;14.1;0.3;0.0;2.4;0.0;13.6;13.9;0.0;44.3;0.0;50.0
Julian Kirchhoff;Baskets Paderborn;A;3.6;Forward;3.8;Neutral;2005;3;16.2;1;4;1;0;0;4;0;1;0;0;5.4;0.3;1.3;0.3;0.0;0.0;1.3;0.0;0.3;-4.8;0.3;0;0;0.0;0;0;0.0;0;0;0.0;1;2;50.0;28.7;95.4;-66.7;-4.9;-0.3;-5.2;-0.5;-0.1;0.0;-0.1;-0.2;0.3;0.1;7.3;19.4;0.3;13.6;0.0;0.0;12.7;62.5;0.0;81.9;0.0;0.0
Yari Monninkhoff;Alba Berlin;A;3.8;Forward;3.8;Neutral;2007;2;6.2;1;2;0;0;0;0;1;2;0;0;3.1;0.5;1.0;0.0;0.0;0.0;0.0;0.5;1.0;14.0;0.3;0;0;0.0;0;0;0.0;0;0;0.0;1;2;50.0;146.3;102.9;43.4;-4.3;-0.1;-4.4;0.0;0.0;0.0;0.0;0.2;1.5;0.8;0.0;0.0;0.0;19.6;0.0;0.0;6.1;62.5;0.0;0.0;21.3;0.0
Leo Kirchhoff;UBC Münster;A;1.0;Point;2.8;Creator;2007;3;19.1;1;0;6;2;0;5;3;2;0;0;6.4;0.3;0.0;2.0;0.7;0.0;1.7;1.0;0.7;1.4;-0.4;0;1;0.0;0;0;0.0;0;1;0.0;1;2;50.0;49.7;95.9;-46.2;-4.6;0.2;-4.5;-0.2;-0.1;0.0;-0.1;-0.2;1.0;0.3;19.2;73.6;1.2;0.0;5.1;0.0;14.8;27.8;0.0;72.6;0.0;100.0
Jonatan Kunze;Niners Chemnitz Academy;A;4.0;Forward;4.0;Receiver;2005;2;10.0;0;2;0;0;0;0;3;1;0;0;5.0;0.0;1.0;0.0;0.0;0.0;0.0;1.5;0.5;-5.5;-0.7;0;0;0.0;0;1;0.0;0;1;0.0;0;0;0.0;0.0;123.1;-123.1;-4.9;0.1;-4.8;-0.3;0.0;0.0;-0.1;-0.2;-0.8;-0.4;0.0;0.0;0.0;11.3;0.0;0.0;4.7;0.0;0.0;0.0;0.0;0.0
Noah Palumbo;Bayer Giants Leverkusen;A;1.9;Combo;4.1;Receiver;2006;2;5.1;0;0;0;0;0;0;0;-1;0;0;2.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.5;-7.9;-0.5;0;1;0.0;0;0;0.0;0;1;0.0;0;0;0.0;0.0;105.5;-105.5;-4.5;-0.1;-4.5;0.0;0.0;0.0;0.0;-0.2;-0.8;-0.4;0.0;0.0;0.0;0.0;0.0;0.0;7.9;0.0;0.0;0.0;0.0;0.0
Lennart Tröppner;Team Urspring;A;2.5;Wing;4.0;Receiver;2007;3;4.8;0;0;0;0;0;0;0;-1;0;0;1.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.3;-9.2;-0.3;0;1;0.0;0;0;0.0;0;1;0.0;0;0;0.0;0.0;112.1;-112.1;-4.6;-0.1;-4.7;-0.1;0.0;0.0;0.0;-0.3;-0.8;-0.3;0.0;0.0;0.0;0.0;0.0;0.0;9.4;0.0;0.0;0.0;0.0;0.0
Roman Geyer;Tornados Franken;B;2.2;Combo;3.8;Neutral;2007;1;3.1;0;0;0;0;0;1;1;-1;0;0;3.1;0.0;0.0;0.0;0.0;0.0;1.0;1.0;-1.0;-24.0;-1.6;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0.0;111.4;-111.4;-4.9;-0.1;-5.0;-0.2;0.0;0.0;0.0;-0.5;-1.5;-1.5;0.0;0.0;0.0;0.0;0.0;0.0;12.7;0.0;0.0;99.9;0.0;0.0
Jakob Baur;Team Urspring;A;1.0;Point;3.7;Neutral;2006;1;1.9;0;0;0;1;0;0;1;1;0;0;1.9;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;24.1;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0.0;47.0;-47.0;-4.7;0.4;-4.3;0.2;0.0;0.0;0.0;0.4;0.5;0.5;0.0;0.0;0.0;0.0;27.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Lasse Kuprella;Bayer Giants Leverkusen;A;4.0;Forward;3.9;Neutral;2007;1;1.4;0;0;0;0;0;0;0;0;0;0;1.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0.0;116.1;-116.1;-4.6;0.0;-4.6;0.0;0.0;0.0;0.0;-0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Noah Liem;UBC Münster;A;3.5;Forward;4.1;Receiver;2006;1;2.7;0;1;0;0;0;0;0;-1;0;0;2.7;0.0;1.0;0.0;0.0;0.0;0.0;0.0;-1.0;-22.2;-1.2;0;2;0.0;0;0;0.0;0;2;0.0;0;0;0.0;0.0;97.8;-97.8;-4.9;-0.2;-5.0;-0.2;0.0;0.0;0.0;-0.6;-0.8;-0.8;0.0;0.0;0.0;20.6;0.0;0.0;29.8;0.0;0.0;0.0;0.0;0.0
Djibril Jeremias Claus;Sartorius Juniors;B;2.7;Wing;3.6;Neutral;2006;1;0.5;0;0;0;0;0;0;0;0;0;0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0.0;100.0;-100.0;-4.7;0.0;-4.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Lennox Groh;UBC Münster;A;3.9;Forward;4.2;Receiver;2006;2;5.4;0;1;0;0;0;0;1;-1;0;0;2.7;0.0;0.5;0.0;0.0;0.0;0.0;0.5;-0.5;-14.6;-1.1;0;1;0.0;0;1;0.0;0;2;0.0;0;0;0.0;0.0;94.7;-94.7;-4.9;-0.1;-5.0;-0.2;0.0;0.0;0.0;-0.3;-1.3;-0.6;0.0;0.0;0.0;10.3;0.0;0.0;15.8;0.0;0.0;0.0;0.0;0.0
Mateja Pivnicki;Team Urspring;A;2.5;Combo;4.0;Neutral;2007;1;2.3;0;0;0;0;0;0;0;-1;0;0;2.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;-19.2;-1.0;0;1;0.0;0;0;0.0;0;1;0.0;0;0;0.0;0.0;112.6;-112.6;-4.7;-0.1;-4.9;-0.1;0.0;0.0;0.0;-0.5;-0.8;-0.8;0.0;0.0;0.0;0.0;0.0;0.0;21.1;0.0;0.0;0.0;0.0;0.0
Domenico-Germaine Hansmeier;Baskets Paderborn;A;2.2;Combo;4.2;Receiver;2006;3;9.1;0;0;0;0;0;0;1;-1;0;0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;-0.3;-6.1;-0.7;0;1;0.0;0;0;0.0;0;1;0.0;0;0;0.0;0.0;105.6;-105.6;-4.7;-0.2;-4.8;-0.2;0.0;0.0;0.0;-0.1;-1.3;-0.4;0.0;0.0;0.0;0.0;0.0;0.0;4.7;0.0;0.0;0.0;0.0;0.0
Julian Haskins;Eintracht Frankfurt;B;5.0;Big;3.8;Neutral;2005;2;6.5;0;0;0;0;1;2;3;-2;0;0;3.2;0.0;0.0;0.0;0.0;0.5;1.0;1.5;-1.0;-31.3;-3.3;0;0;0.0;0;1;0.0;0;1;0.0;0;0;0.0;0.0;115.0;-115.0;-5.8;0.1;-5.7;-0.6;-0.1;0.0;-0.1;-0.7;-3.3;-1.6;0.0;0.0;0.0;0.0;0.0;16.0;22.2;0.0;0.0;66.5;0.0;0.0
Kaloyan Iskrenov Lozanov;Team Urspring;A;2.0;Combo;3.5;Neutral;2007;3;7.8;0;1;2;0;0;1;7;1;0;0;2.6;0.0;0.3;0.7;0.0;0.0;0.3;2.3;0.3;-16.1;-1.9;0;0;0.0;0;1;0.0;0;1;0.0;0;0;0.0;55.2;106.5;-51.3;-5.4;0.1;-5.3;-0.4;0.0;0.0;0.0;-0.2;-2.5;-0.8;19.1;83.3;2.0;8.5;0.0;0.0;11.9;0.0;0.0;50.0;0.0;0.0
Jonas Groß;Young Rasta Dragons;A;2.2;Combo;4.6;Receiver;2005;1;10.4;0;2;0;2;0;2;2;-1;0;0;10.4;0.0;2.0;0.0;2.0;0.0;2.0;2.0;-1.0;-9.2;-3.5;0;0;0.0;0;3;0.0;0;3;0.0;0;0;0.0;7.3;91.5;-84.2;-4.7;0.3;-4.4;-0.1;-0.1;0.0;-0.1;-0.4;-1.5;-1.5;0.0;0.0;0.0;10.4;9.3;0.0;18.5;0.0;0.0;40.0;8.9;0.0
Linus Jürgens;Baskets Paderborn;A;4.6;Forward;4.4;Receiver;2006;3;14.4;0;4;1;0;1;2;0;0;0;0;4.8;0.0;1.3;0.3;0.0;0.3;0.7;0.0;0.0;-7.8;-0.2;0;1;0.0;0;3;0.0;0;4;0.0;0;0;0.0;8.9;91.8;-82.9;-4.9;-0.2;-5.0;-0.4;-0.2;0.0;-0.1;-0.4;0.0;0.0;6.1;16.1;0.5;15.2;0.0;6.3;17.8;0.0;0.0;33.3;0.0;0.0
Lazar Jalovi;Tornados Franken;B;3.2;Wing;3.8;Neutral;2007;1;2.5;0;1;0;1;0;1;0;1;0;0;2.5;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;7.8;0.8;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0.0;60.3;-60.3;-4.8;0.3;-4.5;0.1;0.0;0.0;0.0;-0.3;0.8;0.8;0.0;0.0;0.0;24.5;18.5;0.0;15.8;0.0;0.0;99.8;0.0;0.0
Enes Redzepovic;Sartorius Juniors;B;4.9;Big;4.0;Receiver;2005;1;5.6;0;2;0;0;0;0;1;1;0;0;5.6;0.0;2.0;0.0;0.0;0.0;0.0;1.0;1.0;0.5;-1.1;0;1;0.0;0;0;0.0;0;1;0.0;0;0;0.0;36.1;91.0;-54.9;-4.4;-0.1;-4.5;0.0;0.0;0.0;0.0;0.0;0.5;0.5;0.0;0.0;0.0;18.0;0.0;0.0;7.9;0.0;0.0;0.0;19.4;0.0
Leonard Kant;Porsche BBA Ludwigsburg;A;5.0;Big;4.0;Neutral;2007;1;1.4;0;1;0;0;0;0;0;0;0;0;1.4;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;-14.4;0.0;0;1;0.0;0;0;0.0;0;1;0.0;0;0;0.0;0.0;55.4;-55.4;-4.7;-0.1;-4.8;-0.1;0.0;0.0;0.0;-0.2;0.0;0.0;0.0;0.0;0.0;38.0;0.0;0.0;29.6;0.0;0.0;0.0;0.0;0.0
Mihailo Drinic;Tornados Franken;B;1.8;Combo;3.8;Neutral;2006;1;1.9;0;0;0;0;0;0;0;0;0;0;1.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0.0;127.9;-127.9;-4.7;0.0;-4.7;0.0;0.0;0.0;0.0;-0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Djordje Klaric;Baskets Juniors Oldenburg;A;1.0;Point;4.2;Receiver;2009;1;4.0;0;0;0;0;0;0;0;-1;0;0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;-11.3;-0.9;0;0;0.0;0;1;0.0;0;1;0.0;0;0;0.0;0.0;133.3;-133.3;-4.6;-0.1;-4.7;-0.1;0.0;0.0;0.0;-0.4;-0.8;-0.8;0.0;0.0;0.0;0.0;0.0;0.0;11.9;0.0;0.0;0.0;0.0;0.0
Ole Werker;Bayer Giants Leverkusen;A;3.3;Forward;4.8;Receiver;2006;3;16.2;0;2;0;0;0;0;1;-2;0;0;5.4;0.0;0.7;0.0;0.0;0.0;0.0;0.3;-0.7;-8.9;-1.2;0;1;0.0;0;3;0.0;0;4;0.0;0;0;0.0;0.0;99.3;-99.3;-4.1;-0.2;-4.3;-0.1;-0.1;0.0;-0.1;-0.2;-2.0;-0.7;0.0;0.0;0.0;7.2;0.0;0.0;10.7;0.0;0.0;0.0;0.0;0.0
Ben Denkena;Baskets Juniors Oldenburg;A;1.5;Point;3.8;Neutral;2005;3;20.4;0;3;3;1;0;4;1;2;0;0;6.8;0.0;1.0;1.0;0.3;0.0;1.3;0.3;0.7;-2.4;0.4;0;0;0.0;0;1;0.0;0;1;0.0;0;0;0.0;28.4;92.6;-64.2;-4.1;0.1;-4.0;0.0;-0.1;0.0;-0.1;-0.2;1.0;0.3;14.8;53.6;0.8;8.0;2.5;0.0;10.8;0.0;0.0;79.9;0.0;0.0
Harun Fakhro;Berlin Braves Baskets;B;2.1;Combo;3.6;Neutral;2007;1;1.7;0;0;0;0;0;1;0;-1;0;0;1.7;0.0;0.0;0.0;0.0;0.0;1.0;0.0;-1.0;-39.1;-0.9;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0.0;120.4;-120.4;-4.9;-0.1;-5.0;-0.1;0.0;0.0;0.0;-1.0;-1.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;28.7;0.0;0.0;99.6;0.0;0.0
Plaza Reino Mateo;Tornados Franken;B;1.0;Point;4.0;Neutral;2005;1;1.8;0;0;0;1;0;1;0;-1;0;0;1.8;0.0;0.0;0.0;1.0;0.0;1.0;0.0;-1.0;-21.4;-1.0;0;0;0.0;0;1;0.0;0;1;0.0;0;0;0.0;0.0;68.9;-68.9;-4.9;0.2;-4.8;-0.1;-0.1;0.0;0.0;-1.0;-0.8;-0.8;0.0;0.0;0.0;0.0;25.7;0.0;43.2;0.0;0.0;49.9;0.0;0.0
